perm_idx,trial_idx,apogee,landing_x,landing_y,max_mach,thrust_N,L_NOS_ft,m_prop_kg,t_burn_s
0,0,5788.646324045443,-373.2551510237063,-2086.4795584603594,1.0831682185813287,8000,17.84,98.75,24.09
