time,altitude,pos_x,pos_y,vel_x,vel_y,vel_z,speed,mach,alpha_deg,dynamic_pressure,air_density,pitch,yaw,roll,omega_x,omega_y,omega_z,mass,thrust
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.225000018124288,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
0.05,0.025781330497469446,0.0,0.0,0.0,0.0,1.5550110041870453,1.5550110041870453,0.004569611897580403,65.76598793743517,1.4810576303446001,1.2249969861529182,0.0,0.0,0.0,0.0,0.0,0.0,35.94571428571428,2611.727428571429
0.1,0.1859054770201754,0.0,0.0,0.0,0.0,4.897041395792869,4.897041395792869,0.01439064995636594,35.201132155081794,14.688109408747097,1.2249781551426533,0.0,0.0,0.0,0.0,0.0,0.0,35.858,2808.2502
0.15000000000000002,0.5076181926596757,0.0,0.0,0.0,0.0,7.8958768143899345,7.8958768143899345,0.0232032369047157,23.631185654765368,38.184372962305524,1.224940321574586,0.0,0.0,0.0,0.0,0.0,0.0,35.768,2477.282
0.2,0.9779047133617209,0.0,0.0,0.0,0.0,10.937035940332464,10.937035940332464,0.032140316781098466,17.530860611477905,73.259610490178,1.224885017271936,0.0,0.0,0.0,0.0,0.0,0.0,35.686,2564.291
0.25,1.6029920828061648,0.0,0.0,0.0,0.0,14.073048668252795,14.073048668252795,0.04135630839700823,13.794104054285732,121.28738791849075,1.2248115118172744,0.0,0.0,0.0,0.0,0.0,0.0,35.599000000000004,2587.3176
0.3,2.3847986817130717,0.0,0.0,0.0,0.0,17.19323224666229,17.19323224666229,0.05052600201574233,11.363666497223589,181.01798471999672,1.224719582159837,0.0,0.0,0.0,0.0,0.0,0.0,35.516000000000005,2557.1782
0.35,3.3228302298351573,0.0,0.0,0.0,0.0,20.343638461085686,20.343638461085686,0.05978477919715516,9.640764744148063,253.41062041325446,1.2246092896023744,0.0,0.0,0.0,0.0,0.0,0.0,35.428,2618.8842
0.39999999999999997,4.420599286939559,0.0,0.0,0.0,0.0,23.573950319279902,23.573950319279902,0.06927870199235613,8.340668766961645,340.24089179001777,1.224480225002847,0.0,0.0,0.0,0.0,0.0,0.0,35.344,2643.646
0.44999999999999996,5.680279501286336,0.0,0.0,0.0,0.0,26.813835898291604,26.813835898291604,0.07880113927269451,7.345588149729983,440.1362592679244,1.22433213740149,0.0,0.0,0.0,0.0,0.0,0.0,35.254,2641.672
0.49999999999999994,7.102037498312589,0.0004089787998368093,0.00034759121212191526,0.016706168457049635,0.014193790528905858,30.057001470536182,30.057009464675097,0.08833367164756042,6.486754483843987,552.9699147108284,1.2241650125181356,-0.02537299194253295,-4.775665609703065e-06,0.021564725017012624,0.01562929172162744,-0.018395464078588424,2.280137759198364e-20,35.163999999999994,2639.6980000000003
0.5499999999999999,8.686027384512167,0.0016800788672059206,0.0014268065453309962,0.03391316919282479,0.028776714703473306,33.302493466138195,33.302523166639055,0.09787356640996753,5.70824355526267,678.7317913366057,1.2239788382343106,-0.10952989652196878,-8.89392343982838e-05,0.09302227513638076,0.03489802027717077,-0.04112100886905033,2.1961291733497934e-20,35.078,2635.5894
0.6,10.432196526748486,0.003745971799110317,0.003178247647154707,0.04778698434169719,0.040476630085730034,36.54292726305014,36.5429809252889,0.10739913934937655,4.9607043825271235,817.1071986229454,1.2237736274178461,-0.26554012306612507,-0.0005224052552366226,0.22533269294418806,0.0581646144740434,-0.06862688719227128,-3.4030423851322055e-19,34.998,2626.913
0.65,12.34019861193356,0.006326052616495452,0.005360632729768113,0.0536178885681991,0.04527965148357563,39.77592843162833,39.77599034245196,0.11690341010441599,4.204278812905148,967.9067660177953,1.2235494281228352,-0.5076806517912039,-0.001908189333688628,0.4304067050574257,0.08573924741392093,-0.10131880404903465,-2.3999910508936114e-18,34.908,2618.2364
0.7000000000000001,14.40964841636153,0.008853489541707458,0.007489169623611804,0.043746529585843824,0.03668712001090761,43.000755416884004,43.000793319731955,0.12638420069791026,3.410951336499048,1130.988399187926,1.2233062936323167,-0.8498181127400949,-0.005342752212608581,0.7197211968729479,0.1162135542978284,-0.1375776204914925,-3.759243780066047e-18,34.82545454545455,2609.6151212121213
0.7500000000000001,16.64015323555917,0.010226315762373431,0.008626678737937167,0.005696192152463281,0.00417670504035194,46.21819266227741,46.21819320201584,0.13584392190377056,2.5796247641111156,1306.2855180186584,1.2230442787576052,-1.293250787537269,-0.01236393384888229,1.094100883580477,0.1444555857774522,-0.17134769714245734,-5.459746678448668e-19,34.735,2600.8399999999997
0.8000000000000002,19.03133913620318,0.008802577181362691,0.007381505232954154,-0.0694669398277521,-0.05975075619580827,49.42774380680589,49.42782873685464,0.14528156130704106,1.7214303943632878,1493.6729450484254,1.22276343674879,-1.8258981157473333,-0.02462970524295922,1.5431053931344758,0.16775118364328973,-0.1994278460006989,-4.636871319795876e-18,34.65,2592.1634999999997
0.8500000000000002,21.58275070255231,0.0025374483962521096,0.0020247798572367495,-0.1890471659599634,-0.1611886562190856,52.626892836338456,52.627479231113696,0.154690640302557,0.857517929106736,1692.8994346203228,1.222463831062371,-2.427344593829592,-0.04350513850757411,2.049300358116215,0.18372046357454086,-0.21900838774564363,-5.5692212354690616e-18,34.565,2583.4869999999996
0.9000000000000002,24.293841382753612,-0.010944086709526086,-0.00944653828904457,-0.35892402518367095,-0.3049880171620445,55.814731355799104,55.81671864653538,0.1640699541792147,0.03087304711966668,1903.8009250582022,1.222145536479353,-3.068730820804249,-0.06950726106224486,2.5881371658699104,0.18971094381689774,-0.22693936929298025,-4.825871493410627e-18,34.475,2574.8105
0.9500000000000003,27.16399962077424,-0.03425463623823202,-0.029229341682270264,-0.5824800119715985,-0.4938490090826948,58.98904227070642,58.99398509868025,0.17341495854805958,0.7532052857372016,2126.1243586507057,1.221808636020129,-3.712318044957424,-0.10169370184185748,3.127536850367291,0.18334865054683452,-0.2203632534938923,6.835292003063497e-18,34.39,2566.134
1.0000000000000002,30.19246749097703,-0.07008934980324202,-0.059581522656085635,-0.8596993545941962,-0.7275669176251113,62.149114856333426,62.15931880277998,0.18272581711627733,1.4103810490593054,2359.713839643139,1.221453230475522,-4.314137536480565,-0.13731511227129448,3.630071355664252,0.16347369988897742,-0.19783374048904856,1.3466817985362819e-17,34.309230769230766,2566.9145384615385
1.0500000000000003,33.379135799359176,-0.1210927693525855,-0.10270776274938134,-1.188477380474944,-1.0041383359658016,65.32040970116431,65.33893705754339,0.1920796482252539,1.9059553254921626,2606.5017419199608,1.2210793451010618,-4.828277529805564,-0.1719681679889501,4.0565118640048095,0.1301764125059668,-0.1593768063173525,2.1132616564694957e-17,34.215357142857144,2580.801785714286
1.1000000000000003,36.72477422639285,-0.18967284121954536,-0.16060135321620644,-1.561021030408815,-1.3167503625418129,68.5077638267613,68.53819608596316,0.20149225495273956,2.1981980533625505,2867.0787942082843,1.220686902707707,-5.211299401154905,-0.2002960869723145,4.369617092788676,0.08490117729180492,-0.10661199458144949,5.215850524555695e-17,34.13304347826087,2594.5569130434783
1.1500000000000004,40.23019616751567,-0.2777174591872087,-0.23480508593687366,-1.9645056382020507,-1.6543535102598796,71.71181325440676,71.75778932056328,0.21096573531684795,2.257423761075827,3141.7101280728434,1.2202758217196656,-5.4270760494022285,-0.21718115643222588,4.538445292242532,0.030804789634928734,-0.0431780074490227,7.013270580028987e-17,34.047200000000004,2606.48936
1.2000000000000004,43.89610488686657,-0.38633889517269704,-0.3261967547251764,-2.380732736939764,-2.001407795046003,74.92541256211254,74.98993911938841,0.22047728266809669,2.0744697578517655,3429.896578598322,1.21984603422568,-5.4535962826856,-0.21930191922191203,4.544464619875854,-0.026772504794037782,0.024699808334468137,6.604780098559948e-17,33.964999999999996,2608.362166666667
1.2500000000000004,47.722870011085156,-0.5156661963849629,-0.4348170835191949,-2.7894599107692337,-2.340720219524137,78.14680997494675,78.23160465566531,0.2300180137950547,1.666326371507566,3731.4685516734676,1.219397512164123,-5.289352777326276,-0.2064221989692417,4.387219532783679,-0.08102234271398337,0.08902991586947155,9.163286240202361e-17,33.873783783783786,2610.240162162162
1.3000000000000005,51.710961044769846,-0.6648287997429566,-0.5598598877732562,-3.171001533082718,-2.6556607526921665,81.37882907474177,81.48387328994762,0.23959118306104557,1.0782293618303276,4046.6177009952125,1.218930216485811,-4.956636261133186,-0.18167740394060974,4.087077126846918,-0.12455814563044704,0.14109566703654156,7.093611169314531e-17,33.78818181818182,2612.1155151515154
1.3500000000000005,55.860981321523646,-0.8320170629671864,-0.6997284231430841,-3.5080298747347,-2.931702945501317,84.62431606505861,84.74771988225777,0.2491997155428693,0.384905805661637,4375.539977139396,1.2184440932000662,-4.503505417739387,-0.15078906223475988,3.686524884459317,-0.1496963421556727,0.17176902222521506,7.110482551881769e-17,33.699393939393936,2613.9667575757576
1.4000000000000006,60.17361677986024,-1.0146827758720156,-0.8522106176450657,-3.7888512643311145,-3.159200302078153,87.8831052596019,88.0214526721875,0.25883869620913974,0.31487320673141334,4718.159663914093,1.2179390794029366,-4.00221156065731,-0.12033338656345233,3.248259190887729,-0.150349558925041,0.17373195932792754,7.010539962178893e-17,33.61636363636364,2615.829909090909
