Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.6262490304,0.6262490304,0.6262490304,0.6262490304,0.6262490304,0,0,0,0,10.85140807,219.1699303,219.1699303,1585827
0.02,0,0.6339948985,0.6339948985,0.6339948985,0.6339948985,0.6339948985,0,0,0,0,10.85140807,219.1699303,219.1699303,3171654
0.03,0,0.6261959942,0.6261959942,0.6261959942,0.6261959942,0.6261959942,0,0,0,0,10.85140807,219.1699303,219.1699303,4757482
0.04,0,0.617726939,0.617726939,0.617726939,0.617726939,0.617726939,0,0,0,0,10.85140807,219.1699303,219.1699303,6343308
0.05,0,0.6101073045,0.6101073045,0.6101073045,0.6101073045,0.6101073045,0,0,0,0,10.85140807,219.1699303,219.1699303,7929136
0.06,0,0.6034273051,0.6034273051,0.6034273051,0.6034273051,0.6034273051,0,0,0,0,10.85140807,219.1699303,219.1699303,9514963
0.07,0,0.5975619573,0.5975619573,0.5975619573,0.5975619573,0.5975619573,0,0,0,0,10.85140807,219.1699303,219.1699303,11100790
0.08,0,0.5923717149,0.5923717149,0.5923717149,0.5923717149,0.5923717149,0,0,0,0,10.85140807,219.1699303,219.1699303,12686620
0.09,0,0.5877382194,0.5877382194,0.5877382194,0.5877382194,0.5877382194,0,0,0,0,10.85140807,219.1699303,219.1699303,14272440
0.1,0,0.5835667503,0.5835667503,0.5835667503,0.5835667503,0.5835667503,0,0,0,0,10.85140807,219.1699303,219.1699303,15858270
0.11,0,0.5797825332,0.5797825332,0.5797825332,0.5797825332,0.5797825332,0,0,0,0,10.85140807,219.1699303,219.1699303,17444100
0.12,0,0.5763262504,0.5763262504,0.5763262504,0.5763262504,0.5763262504,0,0,0,0,10.85140807,219.1699303,219.1699303,19029930
0.13,0,0.5731504709,0.5731504709,0.5731504709,0.5731504709,0.5731504709,0,0,0,0,10.85140807,219.1699303,219.1699303,20615750
0.14,0,0.5702167992,0.5702167992,0.5702167992,0.5702167992,0.5702167992,0,0,0,0,10.85140807,219.1699303,219.1699303,22201580
0.15,0,0.5674939204,0.5674939204,0.5674939204,0.5674939204,0.5674939204,0,0,0,0,10.85140807,219.1699303,219.1699303,23787410
0.16,0,0.5649559841,0.5649559841,0.5649559841,0.5649559841,0.5649559841,0,0,0,0,10.85140807,219.1699303,219.1699303,25373230
0.17,0,0.562581401,0.562581401,0.562581401,0.562581401,0.562581401,0,0,0,0,10.85140807,219.1699303,219.1699303,26959060
0.18,0,0.5603520589,0.5603520589,0.5603520589,0.5603520589,0.5603520589,0,0,0,0,10.85140807,219.1699303,219.1699303,28544890
0.19,0,0.5582525861,0.5582525861,0.5582525861,0.5582525861,0.5582525861,0,0,0,0,10.85140807,219.1699303,219.1699303,30130720
0.2,0,0.5562698608,0.5562698608,0.5562698608,0.5562698608,0.5562698608,0,0,0,0,10.85140807,219.1699303,219.1699303,31716540
0.21,0,0.5543925571,0.5543925571,0.5543925571,0.5543925571,0.5543925571,0,0,0,0,10.85140807,219.1699303,219.1699303,33302370
0.22,0,0.5526109011,0.5526109011,0.5526109011,0.5526109011,0.5526109011,0,0,0,0,10.85140807,219.1699303,219.1699303,34888200
0.23,0,0.5509163767,0.5509163767,0.5509163767,0.5509163767,0.5509163767,0,0,0,0,10.85140807,219.1699303,219.1699303,36474020
0.24,0,0.5493014932,0.5493014932,0.5493014932,0.5493014932,0.5493014932,0,0,0,0,10.85140807,219.1699303,219.1699303,38059850
0.25,0,0.5477596846,0.5477596846,0.5477596846,0.5477596846,0.5477596846,0,0,0,0,10.85140807,219.1699303,219.1699303,39645680
0.26,0,0.54658839,0.54658839,0.54658839,0.54658839,0.54658839,0,0,0,0,10.85140807,219.1699303,219.1699303,41231500
0.27,0,0.5454791624,0.5454791624,0.5454791624,0.5454791624,0.5454791624,0,0,0,0,10.85140807,219.1699303,219.1699303,42817340
0.28,0,0.5444274233,0.5444274233,0.5444274233,0.5444274233,0.5444274233,0,0,0,0,10.85140807,219.1699303,219.1699303,44403160
0.29,0,0.5434289958,0.5434289958,0.5434289958,0.5434289958,0.5434289958,0,0,0,0,10.85140807,219.1699303,219.1699303,45988990
0.3,0,0.5424802082,0.5424802082,0.5424802082,0.5424802082,0.5424802082,0,0,0,0,10.85140807,219.1699303,219.1699303,47574820
0.31,0,0.5415776812,0.5415776812,0.5415776812,0.5415776812,0.5415776812,0,0,0,0,10.85140807,219.1699303,219.1699303,49160640
0.32,0,0.5407184193,0.5407184193,0.5407184193,0.5407184193,0.5407184193,0,0,0,0,10.85140807,219.1699303,219.1699303,50746470
0.33,0,0.5398996246,0.5398996246,0.5398996246,0.5398996246,0.5398996246,0,0,0,0,10.85140807,219.1699303,219.1699303,52332300
0.34,0,0.5391187983,0.5391187983,0.5391187983,0.5391187983,0.5391187983,0,0,0,0,10.85140807,219.1699303,219.1699303,53918120
0.35,0,0.5383736576,0.5383736576,0.5383736576,0.5383736576,0.5383736576,0,0,0,0,10.85140807,219.1699303,219.1699303,55503950
0.36,0,0.5376621351,0.5376621351,0.5376621351,0.5376621351,0.5376621351,0,0,0,0,10.85140807,219.1699303,219.1699303,57089780
0.37,0,0.5369823005,0.5369823005,0.5369823005,0.5369823005,0.5369823005,0,0,0,0,10.85140807,219.1699303,219.1699303,58675600
0.38,0,0.5363323779,0.5363323779,0.5363323779,0.5363323779,0.5363323779,0,0,0,0,10.85140807,219.1699303,219.1699303,60261430
0.39,0,0.5357107315,0.5357107315,0.5357107315,0.5357107315,0.5357107315,0,0,0,0,10.85140807,219.1699303,219.1699303,61847260
0.4,0,0.5351158969,0.5351158969,0.5351158969,0.5351158969,0.5351158969,0,0,0,0,10.85140807,219.1699303,219.1699303,63433090
0.41,0,0.5345464751,0.5345464751,0.5345464751,0.5345464751,0.5345464751,0,0,0,0,10.85140807,219.1699303,219.1699303,65018910
0.42,0,0.5340011702,0.5340011702,0.5340011702,0.5340011702,0.5340011702,0,0,0,0,10.85140807,219.1699303,219.1699303,66604740
0.43,0,0.5334787776,0.5334787776,0.5334787776,0.5334787776,0.5334787776,0,0,0,0,10.85140807,219.1699303,219.1699303,68190570
0.44,0,0.5329782286,0.5329782286,0.5329782286,0.5329782286,0.5329782286,0,0,0,0,10.85140807,219.1699303,219.1699303,69776390
0.45,0,0.5324984627,0.5324984627,0.5324984627,0.5324984627,0.5324984627,0,0,0,0,10.85140807,219.1699303,219.1699303,71362220
0.46,0,0.532038522,0.532038522,0.532038522,0.532038522,0.532038522,0,0,0,0,10.85140807,219.1699303,219.1699303,72948050
0.47,0,0.5315974893,0.5315974893,0.5315974893,0.5315974893,0.5315974893,0,0,0,0,10.85140807,219.1699303,219.1699303,74533880
0.48,0,0.5311745626,0.5311745626,0.5311745626,0.5311745626,0.5311745626,0,0,0,0,10.85140807,219.1699303,219.1699303,76119700
0.49,0,0.5307689228,0.5307689228,0.5307689228,0.5307689228,0.5307689228,0,0,0,0,10.85140807,219.1699303,219.1699303,77705540
0.5,0,0.5303798482,0.5303798482,0.5303798482,0.5303798482,0.5303798482,0,0,0,0,10.85140807,219.1699303,219.1699303,79291360
0.51,0,0.5300066182,0.5300066182,0.5300066182,0.5300066182,0.5300066182,0,0,0,0,10.85140807,219.1699303,219.1699303,80877180
0.52,0,0.529648611,0.529648611,0.529648611,0.529648611,0.529648611,0,0,0,0,10.85140807,219.1699303,219.1699303,82463010
0.53,0,0.5293052029,0.5293052029,0.5293052029,0.5293052029,0.5293052029,0,0,0,0,10.85140807,219.1699303,219.1699303,84048830
0.54,0,0.528975803,0.528975803,0.528975803,0.528975803,0.528975803,0,0,0,0,10.85140807,219.1699303,219.1699303,85634670
0.55,0,0.5286598594,0.5286598594,0.5286598594,0.5286598594,0.5286598594,0,0,0,0,10.85140807,219.1699303,219.1699303,87220500
0.56,0,0.5283568737,0.5283568737,0.5283568737,0.5283568737,0.5283568737,0,0,0,0,10.85140807,219.1699303,219.1699303,88806320
0.57,0,0.528066372,0.528066372,0.528066372,0.528066372,0.528066372,0,0,0,0,10.85140807,219.1699303,219.1699303,90392140
0.58,0,0.5277878858,0.5277878858,0.5277878858,0.5277878858,0.5277878858,0,0,0,0,10.85140807,219.1699303,219.1699303,91977980
0.59,0,0.5275209574,0.5275209574,0.5275209574,0.5275209574,0.5275209574,0,0,0,0,10.85140807,219.1699303,219.1699303,93563800
0.6,0,0.5272651618,0.5272651618,0.5272651618,0.5272651618,0.5272651618,0,0,0,0,10.85140807,219.1699303,219.1699303,95149630
0.61,0,0.5275688573,0.5275688573,0.5275688573,0.5275688573,0.5275688573,0,0,0,0,10.85140807,219.1699303,219.1699303,96735460
0.62,0,0.527863262,0.527863262,0.527863262,0.527863262,0.527863262,0,0,0,0,10.85140807,219.1699303,219.1699303,98321290
0.63,0,0.5281677031,0.5281677031,0.5281677031,0.5281677031,0.5281677031,0,0,0,0,10.85140807,219.1699303,219.1699303,99907110
0.64,0,0.5284818496,0.5284818496,0.5284818496,0.5284818496,0.5284818496,0,0,0,0,10.85140807,219.1699303,219.1699303,101492900
0.65,0,0.5288053352,0.5288053352,0.5288053352,0.5288053352,0.5288053352,0,0,0,0,10.85140807,219.1699303,219.1699303,103078800
0.66,0,0.5291379217,0.5291379217,0.5291379217,0.5291379217,0.5291379217,0,0,0,0,10.85140807,219.1699303,219.1699303,104664600
0.67,0,0.5294792851,0.5294792851,0.5294792851,0.5294792851,0.5294792851,0,0,0,0,10.85140807,219.1699303,219.1699303,106250400
0.68,0,0.5298291471,0.5298291471,0.5298291471,0.5298291471,0.5298291471,0,0,0,0,10.85140807,219.1699303,219.1699303,107836200
0.69,0,0.5301872127,0.5301872127,0.5301872127,0.5301872127,0.5301872127,0,0,0,0,10.85140807,219.1699303,219.1699303,109422100
0.7,0,0.5305532881,0.5305532881,0.5305532881,0.5305532881,0.5305532881,0,0,0,0,10.85140807,219.1699303,219.1699303,111007900
0.71,0,0.530927083,0.530927083,0.530927083,0.530927083,0.530927083,0,0,0,0,10.85140807,219.1699303,219.1699303,112593700
0.72,0,0.5313083726,0.5313083726,0.5313083726,0.5313083726,0.5313083726,0,0,0,0,10.85140807,219.1699303,219.1699303,114179600
0.73,0,0.5316969742,0.5316969742,0.5316969742,0.5316969742,0.5316969742,0,0,0,0,10.85140807,219.1699303,219.1699303,115765400
0.74,0,0.5320926468,0.5320926468,0.5320926468,0.5320926468,0.5320926468,0,0,0,0,10.85140807,219.1699303,219.1699303,117351200
0.75,0,0.5324951866,0.5324951866,0.5324951866,0.5324951866,0.5324951866,0,0,0,0,10.85140807,219.1699303,219.1699303,118937000
0.76,0,0.5329043545,0.5329043545,0.5329043545,0.5329043545,0.5329043545,0,0,0,0,10.85140807,219.1699303,219.1699303,120522900
0.77,0,0.5333200694,0.5333200694,0.5333200694,0.5333200694,0.5333200694,0,0,0,0,10.85140807,219.1699303,219.1699303,122108700
0.78,0,0.5337420718,0.5337420718,0.5337420718,0.5337420718,0.5337420718,0,0,0,0,10.85140807,219.1699303,219.1699303,123694500
0.79,0,0.5341701817,0.5341701817,0.5341701817,0.5341701817,0.5341701817,0,0,0,0,10.85140807,219.1699303,219.1699303,125280400
0.8,0,0.5346042665,0.5346042665,0.5346042665,0.5346042665,0.5346042665,0,0,0,0,10.85140807,219.1699303,219.1699303,126866200
