# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
7.3872,67970.78,37859.43,1240.4444,0.35082,NaN,331.686,8000.0
7.5551,67282.43,37171.08,1220.0000,0.34726,NaN,333.062,8000.0
7.7230,66594.08,36482.72,1199.5556,0.34371,NaN,334.437,8000.0
7.8909,65905.72,35794.37,1179.1111,0.34016,NaN,335.812,8000.0
8.0588,65217.37,35106.02,1158.6667,0.33661,NaN,337.188,8000.0
8.2267,64529.02,34417.66,1138.2222,0.33305,NaN,338.563,8000.0
8.3946,63840.66,33729.31,1117.7778,0.32950,NaN,339.938,8000.0
8.5624,63152.31,33040.96,1097.3333,0.32595,NaN,341.314,8000.0
8.7303,62463.96,32352.60,1076.8889,0.32239,NaN,342.689,8000.0
8.8982,61775.61,31664.25,1056.4444,0.31884,NaN,344.065,8000.0
9.0661,61087.25,30975.90,1036.0000,0.31529,NaN,345.440,8000.0
9.2340,60398.90,30287.54,1015.5556,0.31174,NaN,346.815,8000.0
9.4019,59710.55,29599.19,995.1111,0.30818,NaN,348.191,8000.0
9.5698,59022.19,28910.84,974.6667,0.30463,NaN,349.566,8000.0
9.7377,58333.84,28222.48,954.2222,0.30108,NaN,350.941,8000.0
9.9056,57645.49,27534.13,933.7778,0.29752,NaN,352.317,8000.0
10.0735,56957.13,26845.78,913.3333,0.29397,NaN,353.692,8000.0
10.2414,56268.78,26157.42,892.8889,0.29042,NaN,355.067,8000.0
10.4092,55580.43,25469.07,872.4444,0.28687,NaN,356.443,8000.0
10.5771,54892.07,24780.72,852.0000,0.28331,NaN,357.818,8000.0
10.7450,54203.72,24092.36,831.5556,0.27976,NaN,359.193,8000.0
10.9129,53515.37,23404.01,811.1111,0.27621,NaN,360.569,8000.0
11.0808,52827.01,22715.66,790.6667,0.27266,NaN,361.944,8000.0
11.2487,52138.66,22027.30,770.2222,0.26910,NaN,363.320,8000.0
11.4166,51450.31,21338.95,749.7778,0.26555,NaN,364.695,8000.0
11.5845,50761.95,20650.60,729.3333,0.26200,NaN,366.070,8000.0
11.7524,50073.60,19962.24,708.8889,0.25844,NaN,367.446,8000.0
11.9203,49385.25,19273.89,688.4444,0.25489,NaN,368.821,8000.0
12.0882,48696.89,18585.54,668.0000,0.25134,NaN,370.196,8000.0
12.2560,48008.54,17897.18,647.5556,0.24779,NaN,371.572,8000.0
12.4239,47320.19,17208.83,627.1111,0.24423,NaN,372.947,8000.0
12.5918,46631.83,16520.48,606.6667,0.24068,NaN,374.322,8000.0
12.7597,45943.48,15832.12,586.2222,0.23713,NaN,375.698,8000.0
12.9276,45255.13,15143.77,565.7778,0.23357,NaN,377.073,8000.0
13.0955,44566.77,14455.42,545.3333,0.23002,NaN,378.448,8000.0
13.2634,43878.42,13767.06,524.8889,0.22647,NaN,379.824,8000.0
13.4313,43190.07,13078.71,504.4444,0.22292,NaN,381.199,8000.0
13.5992,42501.71,12390.36,484.0000,0.21936,NaN,382.575,8000.0
13.7671,41813.36,11702.01,463.5556,0.21581,NaN,383.950,8000.0
13.9350,41125.01,11013.65,443.1111,0.21226,NaN,385.325,8000.0
14.1028,40436.65,10325.30,422.6667,0.20870,NaN,386.701,8000.0
14.2707,39748.30,9636.95,402.2222,0.20515,NaN,388.076,8000.0
14.4386,39059.95,8948.59,381.7778,0.20160,NaN,389.451,8000.0
14.6065,38371.59,8260.24,361.3333,0.19805,NaN,390.827,8000.0
14.7744,37683.24,7571.89,340.8889,0.19449,NaN,392.202,8000.0
14.9423,36994.89,6883.53,320.4444,0.19094,NaN,393.577,8000.0
15.1102,36306.54,6195.18,300.0000,0.18739,NaN,394.953,8000.0
15.2781,35618.18,5506.83,279.5556,0.18384,NaN,396.328,8000.0
15.4460,34929.83,4818.47,259.1111,0.18028,NaN,397.703,8000.0
15.6139,34241.48,4130.12,238.6667,0.17673,NaN,399.079,8000.0
15.7818,33553.12,3441.77,218.2222,0.17318,NaN,400.454,8000.0
15.9496,32864.77,2753.41,197.7778,0.16962,NaN,401.830,8000.0
16.1175,32176.42,2065.06,177.3333,0.16607,NaN,403.205,8000.0
16.2854,31488.06,1376.71,156.8889,0.16252,NaN,404.580,8000.0
16.4533,30799.71,688.35,136.4444,0.15897,NaN,405.956,8000.0
16.6212,30111.36,0.00,116.0000,0.15541,NaN,407.331,8000.0
16.6222,30111.36,0.00,116.0000,0.15541,NaN,407.331,0.0
616.6212,30111.36,0.00,116.0000,0.15541,NaN,407.331,0.0
