# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
2.5829,111846.81,79160.62,887.2727,0.57727,NaN,389.252,26000.0
2.6690,110699.55,78013.37,879.1818,0.57135,NaN,391.513,26000.0
2.7551,109552.30,76866.11,871.0909,0.56543,NaN,393.773,26000.0
2.8412,108405.04,75718.86,863.0000,0.55951,NaN,396.034,26000.0
2.9273,107257.79,74571.60,854.9091,0.55359,NaN,398.294,26000.0
3.0134,106110.53,73424.35,846.8182,0.54767,NaN,400.554,26000.0
3.0995,104963.27,72277.09,838.7273,0.54174,NaN,402.815,26000.0
3.1856,103816.02,71129.84,830.6364,0.53582,NaN,405.075,26000.0
3.2717,102668.76,69982.58,822.5455,0.52990,NaN,407.336,26000.0
3.3578,101521.51,68835.32,814.4545,0.52398,NaN,409.596,26000.0
3.4439,100374.25,67688.07,806.3636,0.51806,NaN,411.857,26000.0
3.5300,99227.00,66540.81,798.2727,0.51214,NaN,414.117,26000.0
3.6161,98079.74,65393.56,790.1818,0.50622,NaN,416.378,26000.0
3.7022,96932.49,64246.30,782.0909,0.50030,NaN,418.638,26000.0
3.7883,95785.23,63099.05,774.0000,0.49437,NaN,420.899,26000.0
3.8744,94637.98,61951.79,765.9091,0.48845,NaN,423.159,26000.0
3.9605,93490.72,60804.54,757.8182,0.48253,NaN,425.420,26000.0
4.0466,92343.47,59657.28,749.7273,0.47661,NaN,427.680,26000.0
4.1327,91196.21,58510.03,741.6364,0.47069,NaN,429.941,26000.0
4.2188,90048.95,57362.77,733.5455,0.46477,NaN,432.201,26000.0
4.3049,88901.70,56215.52,725.4545,0.45885,NaN,434.462,26000.0
4.3910,87754.44,55068.26,717.3636,0.45293,NaN,436.722,26000.0
4.4771,86607.19,53921.00,709.2727,0.44700,NaN,438.982,26000.0
4.5632,85459.93,52773.75,701.1818,0.44108,NaN,441.243,26000.0
4.6493,84312.68,51626.49,693.0909,0.43516,NaN,443.503,26000.0
4.7354,83165.42,50479.24,685.0000,0.42924,NaN,445.764,26000.0
4.8215,82018.17,49331.98,676.9091,0.42332,NaN,448.024,26000.0
4.9076,80870.91,48184.73,668.8182,0.41740,NaN,450.285,26000.0
4.9937,79723.66,47037.47,660.7273,0.41148,NaN,452.545,26000.0
5.0798,78576.40,45890.22,652.6364,0.40555,NaN,454.806,26000.0
5.1659,77429.14,44742.96,644.5455,0.39963,NaN,457.066,26000.0
5.2520,76281.89,43595.71,636.4545,0.39371,NaN,459.327,26000.0
5.3381,75134.63,42448.45,628.3636,0.38779,NaN,461.587,26000.0
5.4242,73987.38,41301.19,620.2727,0.38187,NaN,463.848,26000.0
5.5103,72840.12,40153.94,612.1818,0.37595,NaN,466.108,26000.0
5.5964,71692.87,39006.68,604.0909,0.37003,NaN,468.369,26000.0
5.6825,70545.61,37859.43,596.0000,0.36411,NaN,470.629,26000.0
5.7686,69398.36,36712.17,587.9091,0.35818,NaN,472.890,26000.0
5.8547,68251.10,35564.92,579.8182,0.35226,NaN,475.150,26000.0
5.9408,67103.85,34417.66,571.7273,0.34634,NaN,477.411,26000.0
6.0269,65956.59,33270.41,563.6364,0.34042,NaN,479.671,26000.0
6.1130,64809.34,32123.15,555.5455,0.33450,NaN,481.931,26000.0
6.1991,63662.08,30975.90,547.4545,0.32858,NaN,484.192,26000.0
6.2852,62514.82,29828.64,539.3636,0.32266,NaN,486.452,26000.0
6.3712,61367.57,28681.39,531.2727,0.31674,NaN,488.713,26000.0
6.4573,60220.31,27534.13,523.1818,0.31081,NaN,490.973,26000.0
6.5434,59073.06,26386.87,515.0909,0.30489,NaN,493.234,26000.0
6.6295,57925.80,25239.62,507.0000,0.29897,NaN,495.494,26000.0
6.7156,56778.55,24092.36,498.9091,0.29305,NaN,497.755,26000.0
6.8017,55631.29,22945.11,490.8182,0.28713,NaN,500.015,26000.0
6.8878,54484.04,21797.85,482.7273,0.28121,NaN,502.276,26000.0
6.9739,53336.78,20650.60,474.6364,0.27529,NaN,504.536,26000.0
7.0600,52189.53,19503.34,466.5455,0.26936,NaN,506.797,26000.0
7.1461,51042.27,18356.09,458.4545,0.26344,NaN,509.057,26000.0
7.2322,49895.01,17208.83,450.3636,0.25752,NaN,511.318,26000.0
7.3183,48747.76,16061.58,442.2727,0.25160,NaN,513.578,26000.0
7.4044,47600.50,14914.32,434.1818,0.24568,NaN,515.839,26000.0
7.4905,46453.25,13767.06,426.0909,0.23976,NaN,518.099,26000.0
7.5766,45305.99,12619.81,418.0000,0.23384,NaN,520.359,26000.0
7.6627,44158.74,11472.55,409.9091,0.22792,NaN,522.620,26000.0
7.7488,43011.48,10325.30,401.8182,0.22199,NaN,524.880,26000.0
7.8349,41864.23,9178.04,393.7273,0.21607,NaN,527.141,26000.0
7.9210,40716.97,8030.79,385.6364,0.21015,NaN,529.401,26000.0
8.0071,39569.72,6883.53,377.5455,0.20423,NaN,531.662,26000.0
8.0932,38422.46,5736.28,369.4545,0.19831,NaN,533.922,26000.0
8.1793,37275.21,4589.02,361.3636,0.19239,NaN,536.183,26000.0
8.2654,36127.95,3441.77,353.2727,0.18647,NaN,538.443,26000.0
8.3515,34980.69,2294.51,345.1818,0.18055,NaN,540.704,26000.0
8.4376,33833.44,1147.26,337.0909,0.17462,NaN,542.964,26000.0
8.5237,32686.18,0.00,329.0000,0.16870,NaN,545.225,26000.0
8.5247,32686.18,0.00,329.0000,0.16870,NaN,545.225,0.0
608.5237,32686.18,0.00,329.0000,0.16870,NaN,545.225,0.0
