# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
4.2929,131096.98,58885.73,426.6781,0.3514,NaN,482.010,14000.0
4.4192,130191.05,57979.80,424.1994,0.3475,NaN,483.073,14000.0
4.5455,129285.11,57073.86,421.7848,0.3435,NaN,484.124,14000.0
4.6717,128379.18,56167.93,419.4329,0.3396,NaN,485.163,14000.0
4.7980,127473.24,55261.99,417.1425,0.3357,NaN,486.191,14000.0
4.9242,126567.31,54356.06,414.9125,0.3317,NaN,487.205,14000.0
5.0505,125661.37,53450.13,412.7416,0.3278,NaN,488.207,14000.0
5.1768,124755.44,52544.19,410.6285,0.3239,NaN,489.196,14000.0
5.3030,123849.50,51638.26,408.5719,0.3200,NaN,490.172,14000.0
5.4293,122943.57,50732.32,406.5706,0.3160,NaN,491.135,14000.0
5.5556,122037.64,49826.39,404.6234,0.3121,NaN,492.083,14000.0
5.6818,121131.70,48920.45,402.7288,0.3082,NaN,493.018,14000.0
5.8081,120225.77,48014.52,400.8855,0.3042,NaN,493.938,14000.0
5.9343,119319.83,47108.59,399.0923,0.3003,NaN,494.843,14000.0
6.0606,118413.90,46202.65,397.3477,0.2964,NaN,495.733,14000.0
6.1869,117507.96,45296.72,395.6504,0.2925,NaN,496.607,14000.0
6.3131,116602.03,44390.78,393.9990,0.2885,NaN,497.466,14000.0
6.4394,115696.10,43484.85,392.3922,0.2846,NaN,498.309,14000.0
6.5657,114790.16,42578.91,390.8284,0.2807,NaN,499.135,14000.0
6.6919,113884.23,41672.98,389.3062,0.2767,NaN,499.944,14000.0
6.8182,112978.29,40767.05,387.8242,0.2728,NaN,500.736,14000.0
6.9444,112072.36,39861.11,386.3809,0.2689,NaN,501.509,14000.0
7.0707,111166.42,38955.18,384.9748,0.2650,NaN,502.265,14000.0
7.1970,110260.49,38049.24,383.6044,0.2610,NaN,503.002,14000.0
7.3232,109354.56,37143.31,382.2681,0.2571,NaN,503.720,14000.0
7.4495,108448.62,36237.37,380.9643,0.2532,NaN,504.418,14000.0
7.5758,107542.69,35331.44,379.6914,0.2492,NaN,505.096,14000.0
7.7020,106636.75,34425.51,378.4479,0.2453,NaN,505.753,14000.0
7.8283,105730.82,33519.57,377.2320,0.2414,NaN,506.390,14000.0
7.9545,104824.88,32613.64,376.0421,0.2375,NaN,507.004,14000.0
8.0808,103918.95,31707.70,374.8765,0.2335,NaN,507.596,14000.0
8.2071,103013.02,30801.77,373.7334,0.2296,NaN,508.166,14000.0
8.3333,102107.08,29895.83,372.6110,0.2257,NaN,508.712,14000.0
8.4596,101201.15,28989.90,371.5076,0.2217,NaN,509.233,14000.0
8.5859,100295.21,28083.96,370.4212,0.2178,NaN,509.730,14000.0
8.7121,99389.28,27178.03,369.3501,0.2139,NaN,510.202,14000.0
8.8384,98483.34,26272.10,368.2923,0.2100,NaN,510.647,14000.0
8.9646,97577.41,25366.16,367.2458,0.2060,NaN,511.066,14000.0
9.0909,96671.47,24460.23,366.2086,0.2021,NaN,511.457,14000.0
9.2172,95765.54,23554.29,365.1786,0.1982,NaN,511.819,14000.0
9.3434,94859.61,22648.36,364.1539,0.1942,NaN,512.152,14000.0
9.4697,93953.67,21742.42,363.1322,0.1903,NaN,512.456,14000.0
9.5960,93047.74,20836.49,362.1113,0.1864,NaN,512.728,14000.0
9.7222,92141.80,19930.56,361.0890,0.1825,NaN,512.968,14000.0
9.8485,91235.87,19024.62,360.0630,0.1785,NaN,513.176,14000.0
9.9747,90329.93,18118.69,359.0308,0.1746,NaN,513.349,14000.0
10.1010,89424.00,17212.75,357.9902,0.1707,NaN,513.488,14000.0
10.2273,88518.07,16306.82,356.9385,0.1667,NaN,513.591,14000.0
10.3535,87612.13,15400.88,355.8733,0.1628,NaN,513.657,14000.0
10.4798,86706.20,14494.95,354.7918,0.1589,NaN,513.685,14000.0
10.6061,85800.26,13589.02,353.6914,0.1550,NaN,513.673,14000.0
10.7323,84894.33,12683.08,352.5692,0.1510,NaN,513.621,14000.0
10.8586,83988.39,11777.15,351.4224,0.1471,NaN,513.527,14000.0
10.9848,83082.46,10871.21,350.2481,0.1432,NaN,513.389,14000.0
11.1111,82176.53,9965.28,349.0431,0.1392,NaN,513.207,14000.0
11.2374,81270.59,9059.34,347.8043,0.1353,NaN,512.978,14000.0
11.3636,80364.66,8153.41,346.5284,0.1314,NaN,512.702,14000.0
11.4899,79458.72,7247.47,345.2120,0.1275,NaN,512.376,14000.0
11.6162,78552.79,6341.54,343.8517,0.1235,NaN,511.999,14000.0
11.7424,77646.85,5435.61,342.4437,0.1196,NaN,511.569,14000.0
11.8687,76740.92,4529.67,340.9845,0.1157,NaN,511.084,14000.0
11.9949,75834.98,3623.74,339.4700,0.1117,NaN,510.543,14000.0
12.1212,74929.05,2717.80,337.8962,0.1078,NaN,509.942,14000.0
12.2475,74023.12,1811.87,336.2589,0.1039,NaN,509.281,14000.0
12.3737,73117.18,905.93,334.5537,0.1000,NaN,508.556,14000.0
12.5000,72211.25,0.00,332.7761,0.0960,NaN,507.765,14000.0
12.5010,72211.25,0.00,332.7761,0.0960,NaN,507.765,0.0
612.5000,72211.25,0.00,332.7761,0.0960,NaN,507.765,0.0
