# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
11.3987,107947.19,34862.69,411.1712,0.2511,NaN,519.420,10000.0
11.5826,107004.96,33920.45,409.8542,0.2470,NaN,520.058,10000.0
11.7664,106062.72,32978.22,408.5636,0.2429,NaN,520.672,10000.0
11.9503,105120.49,32035.98,407.2974,0.2388,NaN,521.261,10000.0
12.1341,104178.25,31093.75,406.0536,0.2347,NaN,521.826,10000.0
12.3180,103236.02,30151.52,404.8301,0.2306,NaN,522.365,10000.0
12.5018,102293.78,29209.28,403.6249,0.2265,NaN,522.877,10000.0
12.6857,101351.55,28267.05,402.4358,0.2225,NaN,523.363,10000.0
12.8695,100409.32,27324.81,401.2607,0.2184,NaN,523.821,10000.0
13.0534,99467.08,26382.58,400.0973,0.2143,NaN,524.250,10000.0
13.2373,98524.85,25440.34,398.9434,0.2102,NaN,524.649,10000.0
13.4211,97582.61,24498.11,397.7967,0.2061,NaN,525.019,10000.0
13.6050,96640.38,23555.87,396.6548,0.2020,NaN,525.357,10000.0
13.7888,95698.14,22613.64,395.5152,0.1979,NaN,525.663,10000.0
13.9727,94755.91,21671.40,394.3756,0.1939,NaN,525.936,10000.0
14.1565,93813.67,20729.17,393.2332,0.1898,NaN,526.175,10000.0
14.3404,92871.44,19786.93,392.0855,0.1857,NaN,526.378,10000.0
14.5242,91929.20,18844.70,390.9299,0.1816,NaN,526.546,10000.0
14.7081,90986.97,17902.46,389.7635,0.1775,NaN,526.676,10000.0
14.8919,90044.73,16960.23,388.5835,0.1734,NaN,526.768,10000.0
15.0758,89102.50,16017.99,387.3871,0.1693,NaN,526.820,10000.0
15.2596,88160.26,15075.76,386.1711,0.1653,NaN,526.831,10000.0
15.4435,87218.03,14133.52,384.9325,0.1612,NaN,526.800,10000.0
15.6273,86275.79,13191.29,383.6682,0.1571,NaN,526.726,10000.0
15.8112,85333.56,12249.05,382.3747,0.1530,NaN,526.606,10000.0
15.9950,84391.32,11306.82,381.0488,0.1489,NaN,526.439,10000.0
16.1789,83449.09,10364.58,379.6870,0.1448,NaN,526.224,10000.0
16.3627,82506.85,9422.35,378.2855,0.1407,NaN,525.960,10000.0
16.5466,81564.62,8480.11,376.8407,0.1367,NaN,525.643,10000.0
16.7304,80622.38,7537.88,375.3487,0.1326,NaN,525.274,10000.0
16.9143,79680.15,6595.64,373.8054,0.1285,NaN,524.849,10000.0
17.0981,78737.91,5653.41,372.2068,0.1244,NaN,524.367,10000.0
17.2820,77795.68,4711.17,370.5484,0.1203,NaN,523.825,10000.0
17.4658,76853.44,3768.94,368.8258,0.1162,NaN,523.222,10000.0
17.6497,75911.21,2826.70,367.0343,0.1121,NaN,522.555,10000.0
17.8335,74968.97,1884.47,365.1691,0.1081,NaN,521.822,10000.0
18.0174,74026.74,942.23,363.2251,0.1040,NaN,521.020,10000.0
18.2012,73084.50,0.00,361.1970,0.0999,NaN,520.146,10000.0
18.2022,73084.50,0.00,361.1970,0.0999,NaN,520.146,0.0
618.2012,73084.50,0.00,361.1970,0.0999,NaN,520.146,0.0
