# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
9.5138,36498.57,6424.63,91.1465,0.18838,NaN,309.531,8000.0
9.6258,36039.67,5965.73,88.9717,0.18601,NaN,310.337,8000.0
9.7377,35580.77,5506.83,86.7970,0.18364,NaN,311.144,8000.0
9.8496,35121.87,5047.92,84.6222,0.18127,NaN,311.951,8000.0
9.9615,34662.96,4589.02,82.4475,0.17891,NaN,312.758,8000.0
10.0735,34204.06,4130.12,80.2727,0.17654,NaN,313.565,8000.0
10.1854,33745.16,3671.22,78.0980,0.17417,NaN,314.371,8000.0
10.2973,33286.26,3212.32,75.9232,0.17180,NaN,315.178,8000.0
10.4092,32827.35,2753.41,73.7485,0.16943,NaN,315.985,8000.0
10.5212,32368.45,2294.51,71.5737,0.16706,NaN,316.792,8000.0
10.6331,31909.55,1835.61,69.3990,0.16469,NaN,317.598,8000.0
10.7450,31450.65,1376.71,67.2242,0.16233,NaN,318.405,8000.0
10.8570,30991.75,917.80,65.0495,0.15996,NaN,319.212,8000.0
10.9689,30532.84,458.90,62.8747,0.15759,NaN,320.019,8000.0
11.0808,30073.94,0.00,60.7000,0.15522,NaN,320.825,8000.0
11.0818,30073.94,0.00,60.7000,0.15522,NaN,320.825,0.0
611.0808,30073.94,0.00,60.7000,0.15522,NaN,320.825,0.0
