Mach,Alpha,CD Power-Off,CD Power-On,CL,CP
10.97,0.0,0.17083064561322026,0.17083064561322026,0.0,108.82942290315846
10.98,0.0,0.17080691847573728,0.17080691847573728,0.0,108.80986945253576
10.99,0.0,0.17078324577638782,0.17078324577638782,0.0,108.7903622871863
11.0,0.0,0.17075962729178562,0.17075962729178562,0.0,108.77086541302488
11.01,0.0,0.17073608322274303,0.17073608322274303,0.0,108.75141041033254
11.02,0.0,0.17071258345217447,0.17071258345217447,0.0,108.73196928059414
11.03,0.0,0.17068912796907054,0.17068912796907054,0.0,108.71255382442662
11.04,0.0,0.1706657567624726,0.1706657567624726,0.0,108.69319471341245
11.05,0.0,0.17064242982141337,0.17064242982141337,0.0,108.67383933107807
11.06,0.0,0.17061915713499914,0.17061915713499914,0.0,108.65452026871029
11.07,0.0,0.17059593869234477,0.17059593869234477,0.0,108.63521063691388
11.08,0.0,0.17057278448261345,0.17057278448261345,0.0,108.61594928890996
11.09,0.0,0.17054968449498403,0.17054968449498403,0.0,108.59671019161965
11.1,0.0,0.17052663882260596,0.17052663882260596,0.0,108.57748927009624
11.11,0.0,0.1705036472466928,0.1705036472466928,0.0,108.55830864763476
11.12,0.0,0.17048071996419054,0.17048071996419054,0.0,108.53912994483846
11.13,0.0,0.1704578367571243,0.1704578367571243,0.0,108.52000907581174
11.14,0.0,0.1704350178217672,0.1704350178217672,0.0,108.50090718276887
11.15,0.0,0.17041225104393964,0.17041225104393964,0.0,108.48181205596372
11.16,0.0,0.17038954041305812,0.17038954041305812,0.0,108.46276304263101
11.17,0.0,0.17036687891856891,0.17036687891856891,0.0,108.44371437653263
11.18,0.0,0.17034427154994525,0.17034427154994525,0.0,108.42471895034814
11.19,0.0,0.17032173129669695,0.17032173129669695,0.0,108.40571886070461
11.2,0.0,0.17029923814836295,0.17029923814836295,0.0,108.38677053419597
11.21,0.0,0.17027679009451271,0.17027679009451271,0.0,108.36782432530129
11.22,0.0,0.17025440812474815,0.17025440812474815,0.0,108.34892979399288
11.23,0.0,0.1702320713302182,0.1702320713302182,0.0,108.33005035203473
11.24,0.0,0.17020979049737134,0.17020979049737134,0.0,108.31118253713868
11.25,0.0,0.1701875648187527,0.1701875648187527,0.0,108.29236096386778
11.26,0.0,0.17016539408160092,0.17016539408160092,0.0,108.27354956115208
11.27,0.0,0.1701432694777991,0.1701432694777991,0.0,108.2547721410758
11.28,0.0,0.17012120889597956,0.17012120889597956,0.0,108.23599220951976
11.29,0.0,0.17009919332596266,0.17009919332596266,0.0,108.21726555195987
11.3,0.0,0.1700772327575951,0.1700772327575951,0.0,108.19855115712049
11.31,0.0,0.17005531518075587,0.17005531518075587,0.0,108.1798636816186
11.32,0.0,0.17003346358535504,0.17003346358535504,0.0,108.16118959471541
11.33,0.0,0.17001165596133208,0.17001165596133208,0.0,108.14257181771652
11.34,0.0,0.16998990129865338,0.16998990129865338,0.0,108.1239493347277
11.35,0.0,0.16996820158732073,0.16996820158732073,0.0,108.10534510672183
11.36,0.0,0.16994654591655192,0.16994654591655192,0.0,108.08677953170765
11.37,0.0,0.16992495407785033,0.16992495407785033,0.0,108.0682301883277
11.38,0.0,0.16990340416066876,0.16990340416066876,0.0,108.04971578761902
11.39,0.0,0.16988190925379115,0.16988190925379115,0.0,108.03120502889654
11.4,0.0,0.16986045624834875,0.16986045624834875,0.0,108.01270700437829
11.41,0.0,0.16983906703620846,0.16983906703620846,0.0,107.99425929116217
11.42,0.0,0.16981772080437826,0.16981772080437826,0.0,107.97582292798896
11.43,0.0,0.16979641744460727,0.16979641744460727,0.0,107.95743092795439
11.44,0.0,0.16977517594715885,0.16977517594715885,0.0,107.93902884446939
11.45,0.0,0.16975397730232894,0.16975397730232894,0.0,107.92066034040262
11.46,0.0,0.1697328415004415,0.1697328415004415,0.0,107.90233518037705
11.47,0.0,0.16971173753184676,0.16971173753184676,0.0,107.88401027926493
11.48,0.0,0.16969069638692716,0.16969069638692716,0.0,107.86570783875747
11.49,0.0,0.16966969605609045,0.16966969605609045,0.0,107.84742684722956
11.5,0.0,0.1696487486265469,0.1696487486265469,0.0,107.82915492647714
11.51,0.0,0.16962785189505175,0.16962785189505175,0.0,107.81093811534268
11.52,0.0,0.1696070080454733,0.1696070080454733,0.0,107.79270612632429
11.53,0.0,0.1695862048752989,0.1695862048752989,0.0,107.77452006473897
11.54,0.0,0.16956545256777938,0.16956545256777938,0.0,107.75634877345315
11.55,0.0,0.1695447519211343,0.1695447519211343,0.0,107.73821147789573
11.56,0.0,0.16952409211799488,0.16952409211799488,0.0,107.72007084910868
11.57,0.0,0.16950348405290425,0.16950348405290425,0.0,107.70197684405522
11.58,0.0,0.169482925716523,0.169482925716523,0.0,107.68387298288336
11.59,0.0,0.16946241809954682,0.16946241809954682,0.0,107.66581343201662
11.6,0.0,0.16944195119269287,0.16944195119269287,0.0,107.6477661721505
11.61,0.0,0.16942153598671086,0.16942153598671086,0.0,107.62974209769793
11.62,0.0,0.1694011694723734,0.1694011694723734,0.0,107.61174655683246
11.63,0.0,0.1693808436404839,0.1693808436404839,0.0,107.59375123286786
11.64,0.0,0.1693605675763104,0.1693605675763104,0.0,107.57579924611524
11.65,0.0,0.16934034108166787,0.16934034108166787,0.0,107.55785899502054
11.66,0.0,0.1693201652420432,0.1693201652420432,0.0,107.53993135503494
11.67,0.0,0.16930002814229797,0.16930002814229797,0.0,107.522041846997
11.68,0.0,0.16927994067909477,0.16927994067909477,0.0,107.50416784079661
11.69,0.0,0.1692598927497737,0.1692598927497737,0.0,107.48629424449176
11.7,0.0,0.1692399055327426,0.1692399055327426,0.0,107.46844724351838
11.71,0.0,0.1692199559252298,0.1692199559252298,0.0,107.45063769733726
11.72,0.0,0.1692000448251378,0.1692000448251378,0.0,107.43282379147156
11.73,0.0,0.1691801944099909,0.1691801944099909,0.0,107.41504407294846
