Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.5525160128,0.5525160128,0.5525160128,0.5525160128,0.5525160128,0,0,0,0,9.01884785,211.5731105,211.5731105,1585827
0.02,0,0.527775638,0.527775638,0.527775638,0.527775638,0.527775638,0,0,0,0,9.01884785,211.5731105,211.5731105,3171654
0.03,0,0.5055848107,0.5055848107,0.5055848107,0.5055848107,0.5055848107,0,0,0,0,9.01884785,211.5731105,211.5731105,4757482
0.04,0,0.4885364495,0.4885364495,0.4885364495,0.4885364495,0.4885364495,0,0,0,0,9.01884785,211.5731105,211.5731105,6343308
0.05,0,0.4750620182,0.4750620182,0.4750620182,0.4750620182,0.4750620182,0,0,0,0,9.01884785,211.5731105,211.5731105,7929136
0.06,0,0.464060189,0.464060189,0.464060189,0.464060189,0.464060189,0,0,0,0,9.01884785,211.5731105,211.5731105,9514963
0.07,0,0.4548359084,0.4548359084,0.4548359084,0.4548359084,0.4548359084,0,0,0,0,9.01884785,211.5731105,211.5731105,11100790
0.08,0,0.4519494979,0.4519494979,0.4519494979,0.4519494979,0.4519494979,0,0,0,0,9.01884785,211.5731105,211.5731105,12686620
0.09,0,0.4522144975,0.4522144975,0.4522144975,0.4522144975,0.4522144975,0,0,0,0,9.01884785,211.5731105,211.5731105,14272440
0.1,0,0.4517912792,0.4517912792,0.4517912792,0.4517912792,0.4517912792,0,0,0,0,9.01884785,211.5731105,211.5731105,15858270
0.11,0,0.4509377857,0.4509377857,0.4509377857,0.4509377857,0.4509377857,0,0,0,0,9.01884785,211.5731105,211.5731105,17444100
0.12,0,0.44981302,0.44981302,0.44981302,0.44981302,0.44981302,0,0,0,0,9.01884785,211.5731105,211.5731105,19029930
0.13,0,0.4485182825,0.4485182825,0.4485182825,0.4485182825,0.4485182825,0,0,0,0,9.01884785,211.5731105,211.5731105,20615750
0.14,0,0.447119764,0.447119764,0.447119764,0.447119764,0.447119764,0,0,0,0,9.01884785,211.5731105,211.5731105,22201580
0.15,0,0.4456616358,0.4456616358,0.4456616358,0.4456616358,0.4456616358,0,0,0,0,9.01884785,211.5731105,211.5731105,23787410
0.16,0,0.4441737484,0.4441737484,0.4441737484,0.4441737484,0.4441737484,0,0,0,0,9.01884785,211.5731105,211.5731105,25373230
0.17,0,0.4426765268,0.4426765268,0.4426765268,0.4426765268,0.4426765268,0,0,0,0,9.01884785,211.5731105,211.5731105,26959060
0.18,0,0.4411839715,0.4411839715,0.4411839715,0.4411839715,0.4411839715,0,0,0,0,9.01884785,211.5731105,211.5731105,28544890
0.19,0,0.4397056586,0.4397056586,0.4397056586,0.4397056586,0.4397056586,0,0,0,0,9.01884785,211.5731105,211.5731105,30130720
0.2,0,0.4382481598,0.4382481598,0.4382481598,0.4382481598,0.4382481598,0,0,0,0,9.01884785,211.5731105,211.5731105,31716540
0.21,0,0.4368158381,0.4368158381,0.4368158381,0.4368158381,0.4368158381,0,0,0,0,9.01884785,211.5731105,211.5731105,33302370
0.22,0,0.4354115038,0.4354115038,0.4354115038,0.4354115038,0.4354115038,0,0,0,0,9.01884785,211.5731105,211.5731105,34888200
0.23,0,0.4340369469,0.4340369469,0.4340369469,0.4340369469,0.4340369469,0,0,0,0,9.01884785,211.5731105,211.5731105,36474020
0.24,0,0.4326930722,0.4326930722,0.4326930722,0.4326930722,0.4326930722,0,0,0,0,9.01884785,211.5731105,211.5731105,38059850
0.25,0,0.4313802947,0.4313802947,0.4313802947,0.4313802947,0.4313802947,0,0,0,0,9.01884785,211.5731105,211.5731105,39645680
0.26,0,0.4302500787,0.4302500787,0.4302500787,0.4302500787,0.4302500787,0,0,0,0,9.01884785,211.5731105,211.5731105,41231500
0.27,0,0.4291513235,0.4291513235,0.4291513235,0.4291513235,0.4291513235,0,0,0,0,9.01884785,211.5731105,211.5731105,42817340
0.28,0,0.4280833454,0.4280833454,0.4280833454,0.4280833454,0.4280833454,0,0,0,0,9.01884785,211.5731105,211.5731105,44403160
0.29,0,0.4270453287,0.4270453287,0.4270453287,0.4270453287,0.4270453287,0,0,0,0,9.01884785,211.5731105,211.5731105,45988990
0.3,0,0.4260364139,0.4260364139,0.4260364139,0.4260364139,0.4260364139,0,0,0,0,9.01884785,211.5731105,211.5731105,47574820
0.31,0,0.4250557002,0.4250557002,0.4250557002,0.4250557002,0.4250557002,0,0,0,0,9.01884785,211.5731105,211.5731105,49160640
0.32,0,0.4241022152,0.4241022152,0.4241022152,0.4241022152,0.4241022152,0,0,0,0,9.01884785,211.5731105,211.5731105,50746470
0.33,0,0.4231750144,0.4231750144,0.4231750144,0.4231750144,0.4231750144,0,0,0,0,9.01884785,211.5731105,211.5731105,52332300
0.34,0,0.4222732154,0.4222732154,0.4222732154,0.4222732154,0.4222732154,0,0,0,0,9.01884785,211.5731105,211.5731105,53918120
0.35,0,0.4213958773,0.4213958773,0.4213958773,0.4213958773,0.4213958773,0,0,0,0,9.01884785,211.5731105,211.5731105,55503950
0.36,0,0.4205421093,0.4205421093,0.4205421093,0.4205421093,0.4205421093,0,0,0,0,9.01884785,211.5731105,211.5731105,57089780
0.37,0,0.4197110641,0.4197110641,0.4197110641,0.4197110641,0.4197110641,0,0,0,0,9.01884785,211.5731105,211.5731105,58675600
0.38,0,0.4189018844,0.4189018844,0.4189018844,0.4189018844,0.4189018844,0,0,0,0,9.01884785,211.5731105,211.5731105,60261430
0.39,0,0.4181137787,0.4181137787,0.4181137787,0.4181137787,0.4181137787,0,0,0,0,9.01884785,211.5731105,211.5731105,61847260
0.4,0,0.4173459639,0.4173459639,0.4173459639,0.4173459639,0.4173459639,0,0,0,0,9.01884785,211.5731105,211.5731105,63433090
0.41,0,0.4165977383,0.4165977383,0.4165977383,0.4165977383,0.4165977383,0,0,0,0,9.01884785,211.5731105,211.5731105,65018910
0.42,0,0.4158683388,0.4158683388,0.4158683388,0.4158683388,0.4158683388,0,0,0,0,9.01884785,211.5731105,211.5731105,66604740
0.43,0,0.4151571111,0.4151571111,0.4151571111,0.4151571111,0.4151571111,0,0,0,0,9.01884785,211.5731105,211.5731105,68190570
0.44,0,0.4144634105,0.4144634105,0.4144634105,0.4144634105,0.4144634105,0,0,0,0,9.01884785,211.5731105,211.5731105,69776390
0.45,0,0.4137865984,0.4137865984,0.4137865984,0.4137865984,0.4137865984,0,0,0,0,9.01884785,211.5731105,211.5731105,71362220
0.46,0,0.4131260843,0.4131260843,0.4131260843,0.4131260843,0.4131260843,0,0,0,0,9.01884785,211.5731105,211.5731105,72948050
0.47,0,0.4124812808,0.4124812808,0.4124812808,0.4124812808,0.4124812808,0,0,0,0,9.01884785,211.5731105,211.5731105,74533880
0.48,0,0.4118516816,0.4118516816,0.4118516816,0.4118516816,0.4118516816,0,0,0,0,9.01884785,211.5731105,211.5731105,76119700
0.49,0,0.4112367421,0.4112367421,0.4112367421,0.4112367421,0.4112367421,0,0,0,0,9.01884785,211.5731105,211.5731105,77705540
0.5,0,0.4106359797,0.4106359797,0.4106359797,0.4106359797,0.4106359797,0,0,0,0,9.01884785,211.5731105,211.5731105,79291360
0.51,0,0.4100489116,0.4100489116,0.4100489116,0.4100489116,0.4100489116,0,0,0,0,9.01884785,211.5731105,211.5731105,80877180
0.52,0,0.409475083,0.409475083,0.409475083,0.409475083,0.409475083,0,0,0,0,9.01884785,211.5731105,211.5731105,82463010
0.53,0,0.4089140532,0.4089140532,0.4089140532,0.4089140532,0.4089140532,0,0,0,0,9.01884785,211.5731105,211.5731105,84048830
0.54,0,0.4083654149,0.4083654149,0.4083654149,0.4083654149,0.4083654149,0,0,0,0,9.01884785,211.5731105,211.5731105,85634670
0.55,0,0.4078287809,0.4078287809,0.4078287809,0.4078287809,0.4078287809,0,0,0,0,9.01884785,211.5731105,211.5731105,87220500
0.56,0,0.4073037638,0.4073037638,0.4073037638,0.4073037638,0.4073037638,0,0,0,0,9.01884785,211.5731105,211.5731105,88806320
0.57,0,0.4067900005,0.4067900005,0.4067900005,0.4067900005,0.4067900005,0,0,0,0,9.01884785,211.5731105,211.5731105,90392140
0.58,0,0.4062871328,0.4062871328,0.4062871328,0.4062871328,0.4062871328,0,0,0,0,9.01884785,211.5731105,211.5731105,91977980
0.59,0,0.4057948301,0.4057948301,0.4057948301,0.4057948301,0.4057948301,0,0,0,0,9.01884785,211.5731105,211.5731105,93563800
0.6,0,0.4053127777,0.4053127777,0.4053127777,0.4053127777,0.4053127777,0,0,0,0,9.01884785,211.5731105,211.5731105,95149630
0.61,0,0.4051128441,0.4051128441,0.4051128441,0.4051128441,0.4051128441,0,0,0,0,9.01884785,211.5731105,211.5731105,96735460
0.62,0,0.4049122022,0.4049122022,0.4049122022,0.4049122022,0.4049122022,0,0,0,0,9.01884785,211.5731105,211.5731105,98321290
0.63,0,0.4047204394,0.4047204394,0.4047204394,0.4047204394,0.4047204394,0,0,0,0,9.01884785,211.5731105,211.5731105,99907110
0.64,0,0.4045372245,0.4045372245,0.4045372245,0.4045372245,0.4045372245,0,0,0,0,9.01884785,211.5731105,211.5731105,101492900
0.65,0,0.404362265,0.404362265,0.404362265,0.404362265,0.404362265,0,0,0,0,9.01884785,211.5731105,211.5731105,103078800
0.66,0,0.4041953775,0.4041953775,0.4041953775,0.4041953775,0.4041953775,0,0,0,0,9.01884785,211.5731105,211.5731105,104664600
0.67,0,0.4040362932,0.4040362932,0.4040362932,0.4040362932,0.4040362932,0,0,0,0,9.01884785,211.5731105,211.5731105,106250400
0.68,0,0.4038847891,0.4038847891,0.4038847891,0.4038847891,0.4038847891,0,0,0,0,9.01884785,211.5731105,211.5731105,107836200
0.69,0,0.4037405883,0.4037405883,0.4037405883,0.4037405883,0.4037405883,0,0,0,0,9.01884785,211.5731105,211.5731105,109422100
0.7,0,0.4036035706,0.4036035706,0.4036035706,0.4036035706,0.4036035706,0,0,0,0,9.01884785,211.5731105,211.5731105,111007900
0.71,0,0.4034735001,0.4034735001,0.4034735001,0.4034735001,0.4034735001,0,0,0,0,9.01884785,211.5731105,211.5731105,112593700
0.72,0,0.4033501167,0.4033501167,0.4033501167,0.4033501167,0.4033501167,0,0,0,0,9.01884785,211.5731105,211.5731105,114179600
0.73,0,0.403233329,0.403233329,0.403233329,0.403233329,0.403233329,0,0,0,0,9.01884785,211.5731105,211.5731105,115765400
0.74,0,0.4031228956,0.4031228956,0.4031228956,0.4031228956,0.4031228956,0,0,0,0,9.01884785,211.5731105,211.5731105,117351200
0.75,0,0.4030186866,0.4030186866,0.4030186866,0.4030186866,0.4030186866,0,0,0,0,9.01884785,211.5731105,211.5731105,118937000
0.76,0,0.4029204434,0.4029204434,0.4029204434,0.4029204434,0.4029204434,0,0,0,0,9.01884785,211.5731105,211.5731105,120522900
0.77,0,0.4028281242,0.4028281242,0.4028281242,0.4028281242,0.4028281242,0,0,0,0,9.01884785,211.5731105,211.5731105,122108700
0.78,0,0.402741504,0.402741504,0.402741504,0.402741504,0.402741504,0,0,0,0,9.01884785,211.5731105,211.5731105,123694500
0.79,0,0.4026604032,0.4026604032,0.4026604032,0.4026604032,0.4026604032,0,0,0,0,9.01884785,211.5731105,211.5731105,125280400
0.8,0,0.4025847807,0.4025847807,0.4025847807,0.4025847807,0.4025847807,0,0,0,0,9.01884785,211.5731105,211.5731105,126866200
0.81,0,0.4025144329,0.4025144329,0.4025144329,0.4025144329,0.4025144329,0,0,0,0,9.01884785,211.5731105,211.5731105,128452000
0.82,0,0.4024492252,0.4024492252,0.4024492252,0.4024492252,0.4024492252,0,0,0,0,9.01884785,211.5731105,211.5731105,130037800
0.83,0,0.4023890284,0.4023890284,0.4023890284,0.4023890284,0.4023890284,0,0,0,0,9.01884785,211.5731105,211.5731105,131623600
0.84,0,0.4023336955,0.4023336955,0.4023336955,0.4023336955,0.4023336955,0,0,0,0,9.01884785,211.5731105,211.5731105,133209500
0.85,0,0.4022831557,0.4022831557,0.4022831557,0.4022831557,0.4022831557,0,0,0,0,9.01884785,211.5731105,211.5731105,134795300
0.86,0,0.4022372717,0.4022372717,0.4022372717,0.4022372717,0.4022372717,0,0,0,0,9.01884785,211.5731105,211.5731105,136381100
0.87,0,0.4021959126,0.4021959126,0.4021959126,0.4021959126,0.4021959126,0,0,0,0,9.01884785,211.5731105,211.5731105,137967000
0.88,0,0.4021590015,0.4021590015,0.4021590015,0.4021590015,0.4021590015,0,0,0,0,9.01884785,211.5731105,211.5731105,139552800
0.89,0,0.4021264342,0.4021264342,0.4021264342,0.4021264342,0.4021264342,0,0,0,0,9.01884785,211.5731105,211.5731105,141138600
0.9,0,0.4020980784,0.4020980784,0.4020980784,0.4020980784,0.4020980784,0,0,0,0,9.01884785,211.5731105,211.5731105,142724400
0.91,0,0.4048323454,0.4048323454,0.4048323454,0.4048323454,0.4048323454,0,0,0,0,9.256676114,211.9975649,211.0575801,144310300
0.92,0,0.4130351462,0.4130351462,0.4130351462,0.4130351462,0.4130351462,0,0,0,0,9.494504379,212.4220193,210.5420497,145896100
0.93,0,0.4252719094,0.4252719094,0.4252719094,0.4252719094,0.4252719094,0,0,0,0,9.732332643,212.8464737,210.0265193,147481900
0.94,0,0.4374412346,0.4374412346,0.4374412346,0.4374412346,0.4374412346,0,0,0,0,9.970160908,213.2709281,209.5109889,149067800
0.95,0,0.4496105598,0.4496105598,0.4496105598,0.4496105598,0.4496105598,0,0,0,0,10.20798917,213.6953825,208.9954585,150653600
0.96,0,0.461779885,0.461779885,0.461779885,0.461779885,0.461779885,0,0,0,0,10.44581744,214.1198369,208.4799281,152239400
0.97,0,0.4739492103,0.4739492103,0.4739492103,0.4739492103,0.4739492103,0,0,0,0,10.6836457,214.5442912,207.9643977,153825200
0.98,0,0.4861185355,0.4861185355,0.4861185355,0.4861185355,0.4861185355,0,0,0,0,10.92147397,214.9687456,207.4488673,155411100
0.99,0,0.4982878607,0.4982878607,0.4982878607,0.4982878607,0.4982878607,0,0,0,0,11.15930223,215.3932,206.9333369,156996900
1,0,0.5104571859,0.5104571859,0.5104571859,0.5104571859,0.5104571859,0,0,0,0,11.39713049,215.8176544,206.4178064,158582700
1.01,0,0.5226265111,0.5226265111,0.5226265111,0.5226265111,0.5226265111,0,0,0,0,11.63495876,216.2421088,205.902276,160168500
1.02,0,0.5347958364,0.5347958364,0.5347958364,0.5347958364,0.5347958364,0,0,0,0,11.87278702,216.6665632,205.3867456,161754400
1.03,0,0.5469651616,0.5469651616,0.5469651616,0.5469651616,0.5469651616,0,0,0,0,12.11061529,217.0910176,204.8712152,163340200
1.04,0,0.5591344868,0.5591344868,0.5591344868,0.5591344868,0.5591344868,0,0,0,0,12.34844355,217.515472,204.3556848,164926000
1.05,0,0.571303812,0.571303812,0.571303812,0.571303812,0.571303812,0,0,0,0,12.58627182,217.9399264,203.8401544,166511800
1.06,0,0.5695451905,0.5695451905,0.5695451905,0.5695451905,0.5695451905,0,0,0,0,12.61819382,218.0987672,204.002971,168097700
1.07,0,0.5678069457,0.5678069457,0.5678069457,0.5678069457,0.5678069457,0,0,0,0,12.64775582,218.2451712,204.1531772,169683500
1.08,0,0.5660884333,0.5660884333,0.5660884333,0.5660884333,0.5660884333,0,0,0,0,12.67546382,218.3816139,204.2933223,171269300
1.09,0,0.5643890623,0.5643890623,0.5643890623,0.5643890623,0.5643890623,0,0,0,0,12.70166582,218.5101448,204.4254377,172855200
1.1,0,0.5627083194,0.5627083194,0.5627083194,0.5627083194,0.5627083194,0,0,0,0,12.72661882,218.631979,204.5507847,174441000
