# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
3.2549,139921.81,67767.52,452.5729,0.3896,NaN,470.022,13000.0
3.3905,139018.25,66863.95,449.4137,0.3857,NaN,471.203,13000.0
3.5261,138114.68,65960.39,446.3279,0.3818,NaN,472.361,13000.0
3.6617,137211.11,65056.82,443.3153,0.3779,NaN,473.505,13000.0
3.7974,136307.55,64153.25,440.3756,0.3740,NaN,474.640,13000.0
3.9330,135403.98,63249.68,437.5075,0.3701,NaN,475.764,13000.0
4.0686,134500.41,62346.12,434.7099,0.3661,NaN,476.878,13000.0
4.2042,133596.85,61442.55,431.9818,0.3622,NaN,477.982,13000.0
4.3398,132693.28,60538.98,429.3218,0.3583,NaN,479.075,13000.0
4.4755,131789.71,59635.42,426.7290,0.3544,NaN,480.157,13000.0
4.6111,130886.15,58731.85,424.2021,0.3505,NaN,481.228,13000.0
4.7467,129982.58,57828.28,421.7399,0.3465,NaN,482.288,13000.0
4.8823,129079.01,56924.72,419.3412,0.3426,NaN,483.336,13000.0
5.0179,128175.44,56021.15,417.0049,0.3387,NaN,484.372,13000.0
5.1536,127271.88,55117.58,414.7297,0.3348,NaN,485.396,13000.0
5.2892,126368.31,54214.02,412.5145,0.3309,NaN,486.408,13000.0
5.4248,125464.74,53310.45,410.3579,0.3270,NaN,487.407,13000.0
5.5604,124561.18,52406.88,408.2587,0.3230,NaN,488.393,13000.0
5.6960,123657.61,51503.31,406.2158,0.3191,NaN,489.366,13000.0
5.8317,122754.04,50599.75,404.2277,0.3152,NaN,490.326,13000.0
5.9673,121850.48,49696.18,402.2933,0.3113,NaN,491.271,13000.0
6.1029,120946.91,48792.61,400.4112,0.3074,NaN,492.203,13000.0
6.2385,120043.34,47889.05,398.5800,0.3034,NaN,493.121,13000.0
6.3741,119139.78,46985.48,396.7986,0.2995,NaN,494.023,13000.0
6.5098,118236.21,46081.91,395.0655,0.2956,NaN,494.911,13000.0
6.6454,117332.64,45178.35,393.3794,0.2917,NaN,495.783,13000.0
6.7810,116429.07,44274.78,391.7389,0.2878,NaN,496.639,13000.0
6.9166,115525.51,43371.21,390.1426,0.2839,NaN,497.479,13000.0
7.0522,114621.94,42467.65,388.5892,0.2799,NaN,498.303,13000.0
7.1878,113718.37,41564.08,387.0770,0.2760,NaN,499.110,13000.0
7.3235,112814.81,40660.51,385.6048,0.2721,NaN,499.899,13000.0
7.4591,111911.24,39756.94,384.1711,0.2682,NaN,500.671,13000.0
7.5947,111007.67,38853.38,382.7743,0.2643,NaN,501.425,13000.0
7.7303,110104.11,37949.81,381.4129,0.2603,NaN,502.160,13000.0
7.8659,109200.54,37046.24,380.0854,0.2564,NaN,502.876,13000.0
8.0016,108296.97,36142.68,378.7903,0.2525,NaN,503.572,13000.0
8.1372,107393.41,35239.11,377.5259,0.2486,NaN,504.248,13000.0
8.2728,106489.84,34335.54,376.2907,0.2447,NaN,504.904,13000.0
8.4084,105586.27,33431.98,375.0829,0.2408,NaN,505.539,13000.0
8.5440,104682.70,32528.41,373.9010,0.2368,NaN,506.152,13000.0
8.6797,103779.14,31624.84,372.7433,0.2329,NaN,506.742,13000.0
8.8153,102875.57,30721.28,371.6079,0.2290,NaN,507.311,13000.0
8.9509,101972.00,29817.71,370.4932,0.2251,NaN,507.855,13000.0
9.0865,101068.44,28914.14,369.3973,0.2212,NaN,508.376,13000.0
9.2221,100164.87,28010.57,368.3184,0.2172,NaN,508.872,13000.0
9.3578,99261.30,27107.01,367.2547,0.2133,NaN,509.342,13000.0
9.4934,98357.74,26203.44,366.2042,0.2094,NaN,509.787,13000.0
9.6290,97454.17,25299.87,365.1651,0.2055,NaN,510.205,13000.0
9.7646,96550.60,24396.31,364.1352,0.2016,NaN,510.595,13000.0
9.9002,95647.04,23492.74,363.1126,0.1977,NaN,510.957,13000.0
10.0359,94743.47,22589.17,362.0952,0.1937,NaN,511.290,13000.0
10.1715,93839.90,21685.61,361.0809,0.1898,NaN,511.593,13000.0
10.3071,92936.33,20782.04,360.0674,0.1859,NaN,511.865,13000.0
10.4427,92032.77,19878.47,359.0526,0.1820,NaN,512.105,13000.0
10.5783,91129.20,18974.91,358.0342,0.1781,NaN,512.313,13000.0
10.7140,90225.63,18071.34,357.0098,0.1741,NaN,512.487,13000.0
10.8496,89322.07,17167.77,355.9770,0.1702,NaN,512.626,13000.0
10.9852,88418.50,16264.20,354.9334,0.1663,NaN,512.730,13000.0
11.1208,87514.93,15360.64,353.8763,0.1624,NaN,512.797,13000.0
11.2564,86611.37,14457.07,352.8032,0.1585,NaN,512.826,13000.0
11.3921,85707.80,13553.50,351.7114,0.1546,NaN,512.815,13000.0
11.5277,84804.23,12649.94,350.5981,0.1506,NaN,512.765,13000.0
11.6633,83900.67,11746.37,349.4605,0.1467,NaN,512.672,13000.0
11.7989,82997.10,10842.80,348.2956,0.1428,NaN,512.536,13000.0
11.9345,82093.53,9939.24,347.1003,0.1389,NaN,512.356,13000.0
12.0702,81189.97,9035.67,345.8716,0.1350,NaN,512.130,13000.0
12.2058,80286.40,8132.10,344.6062,0.1310,NaN,511.856,13000.0
12.3414,79382.83,7228.54,343.3008,0.1271,NaN,511.533,13000.0
12.4770,78479.26,6324.97,341.9518,0.1232,NaN,511.159,13000.0
12.6126,77575.70,5421.40,340.5557,0.1193,NaN,510.732,13000.0
12.7483,76672.13,4517.83,339.1088,0.1154,NaN,510.251,13000.0
12.8839,75768.56,3614.27,337.6072,0.1115,NaN,509.713,13000.0
13.0195,74865.00,2710.70,336.0469,0.1075,NaN,509.117,13000.0
13.1551,73961.43,1807.13,334.4238,0.1036,NaN,508.460,13000.0
13.2907,73057.86,903.57,332.7334,0.0997,NaN,507.740,13000.0
13.4264,72154.30,0.00,330.9714,0.0958,NaN,506.955,13000.0
13.4274,72154.30,0.00,330.9714,0.0958,NaN,506.955,0.0
613.4264,72154.30,0.00,330.9714,0.0958,NaN,506.955,0.0
