# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
18.8038,43915.83,13767.06,278.1818,0.22666,NaN,464.196,8000.0
19.0277,42998.03,12849.26,272.3030,0.22192,NaN,466.166,8000.0
19.2515,42080.23,11931.46,266.4242,0.21719,NaN,468.137,8000.0
19.4754,41162.42,11013.65,260.5455,0.21245,NaN,470.108,8000.0
19.6992,40244.62,10095.85,254.6667,0.20771,NaN,472.078,8000.0
19.9231,39326.81,9178.04,248.7879,0.20298,NaN,474.049,8000.0
20.1469,38409.01,8260.24,242.9091,0.19824,NaN,476.020,8000.0
20.3708,37491.20,7342.43,237.0303,0.19350,NaN,477.990,8000.0
20.5946,36573.40,6424.63,231.1515,0.18877,NaN,479.961,8000.0
20.8185,35655.60,5506.83,225.2727,0.18403,NaN,481.932,8000.0
21.0423,34737.79,4589.02,219.3939,0.17929,NaN,483.902,8000.0
21.2662,33819.99,3671.22,213.5152,0.17455,NaN,485.873,8000.0
21.4901,32902.18,2753.41,207.6364,0.16982,NaN,487.843,8000.0
21.7139,31984.38,1835.61,201.7576,0.16508,NaN,489.814,8000.0
21.9378,31066.57,917.80,195.8788,0.16034,NaN,491.785,8000.0
22.1616,30148.77,0.00,190.0000,0.15561,NaN,493.755,8000.0
22.1626,30148.77,0.00,190.0000,0.15561,NaN,493.755,0.0
622.1616,30148.77,0.00,190.0000,0.15561,NaN,493.755,0.0
