# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
1.8597,98730.68,66081.91,618.8182,0.50958,NaN,341.879,26000.0
1.9286,97812.88,65164.11,613.2929,0.50484,NaN,343.604,26000.0
1.9975,96895.07,64246.30,607.7677,0.50010,NaN,345.330,26000.0
2.0664,95977.27,63328.50,602.2424,0.49537,NaN,347.055,26000.0
2.1352,95059.46,62410.69,596.7172,0.49063,NaN,348.780,26000.0
2.2041,94141.66,61492.89,591.1919,0.48589,NaN,350.505,26000.0
2.2730,93223.86,60575.09,585.6667,0.48115,NaN,352.230,26000.0
2.3419,92306.05,59657.28,580.1414,0.47642,NaN,353.956,26000.0
2.4107,91388.25,58739.48,574.6162,0.47168,NaN,355.681,26000.0
2.4796,90470.44,57821.67,569.0909,0.46694,NaN,357.406,26000.0
2.5485,89552.64,56903.87,563.5657,0.46221,NaN,359.131,26000.0
2.6174,88634.83,55986.06,558.0404,0.45747,NaN,360.856,26000.0
2.6863,87717.03,55068.26,552.5152,0.45273,NaN,362.581,26000.0
2.7551,86799.23,54150.46,546.9899,0.44800,NaN,364.307,26000.0
2.8240,85881.42,53232.65,541.4646,0.44326,NaN,366.032,26000.0
2.8929,84963.62,52314.85,535.9394,0.43852,NaN,367.757,26000.0
2.9618,84045.81,51397.04,530.4141,0.43378,NaN,369.482,26000.0
3.0306,83128.01,50479.24,524.8889,0.42905,NaN,371.207,26000.0
3.0995,82210.20,49561.43,519.3636,0.42431,NaN,372.933,26000.0
3.1684,81292.40,48643.63,513.8384,0.41957,NaN,374.658,26000.0
3.2373,80374.59,47725.83,508.3131,0.41484,NaN,376.383,26000.0
3.3062,79456.79,46808.02,502.7879,0.41010,NaN,378.108,26000.0
3.3750,78538.99,45890.22,497.2626,0.40536,NaN,379.833,26000.0
3.4439,77621.18,44972.41,491.7374,0.40062,NaN,381.559,26000.0
3.5128,76703.38,44054.61,486.2121,0.39589,NaN,383.284,26000.0
3.5817,75785.57,43136.80,480.6869,0.39115,NaN,385.009,26000.0
3.6506,74867.77,42219.00,475.1616,0.38641,NaN,386.734,26000.0
3.7194,73949.96,41301.19,469.6364,0.38168,NaN,388.459,26000.0
3.7883,73032.16,40383.39,464.1111,0.37694,NaN,390.185,26000.0
3.8572,72114.36,39465.59,458.5859,0.37220,NaN,391.910,26000.0
3.9261,71196.55,38547.78,453.0606,0.36747,NaN,393.635,26000.0
3.9949,70278.75,37629.98,447.5354,0.36273,NaN,395.360,26000.0
4.0638,69360.94,36712.17,442.0101,0.35799,NaN,397.085,26000.0
4.1327,68443.14,35794.37,436.4848,0.35325,NaN,398.811,26000.0
4.2016,67525.33,34876.56,430.9596,0.34852,NaN,400.536,26000.0
4.2705,66607.53,33958.76,425.4343,0.34378,NaN,402.261,26000.0
4.3393,65689.73,33040.96,419.9091,0.33904,NaN,403.986,26000.0
4.4082,64771.92,32123.15,414.3838,0.33431,NaN,405.711,26000.0
4.4771,63854.12,31205.35,408.8586,0.32957,NaN,407.437,26000.0
4.5460,62936.31,30287.54,403.3333,0.32483,NaN,409.162,26000.0
4.6149,62018.51,29369.74,397.8081,0.32009,NaN,410.887,26000.0
4.6837,61100.70,28451.93,392.2828,0.31536,NaN,412.612,26000.0
4.7526,60182.90,27534.13,386.7576,0.31062,NaN,414.337,26000.0
4.8215,59265.10,26616.33,381.2323,0.30588,NaN,416.062,26000.0
4.8904,58347.29,25698.52,375.7071,0.30115,NaN,417.788,26000.0
4.9592,57429.49,24780.72,370.1818,0.29641,NaN,419.513,26000.0
5.0281,56511.68,23862.91,364.6566,0.29167,NaN,421.238,26000.0
5.0970,55593.88,22945.11,359.1313,0.28694,NaN,422.963,26000.0
5.1659,54676.07,22027.30,353.6061,0.28220,NaN,424.688,26000.0
5.2348,53758.27,21109.50,348.0808,0.27746,NaN,426.414,26000.0
5.3036,52840.47,20191.70,342.5556,0.27272,NaN,428.139,26000.0
5.3725,51922.66,19273.89,337.0303,0.26799,NaN,429.864,26000.0
5.4414,51004.86,18356.09,331.5051,0.26325,NaN,431.589,26000.0
5.5103,50087.05,17438.28,325.9798,0.25851,NaN,433.314,26000.0
5.5791,49169.25,16520.48,320.4545,0.25378,NaN,435.040,26000.0
5.6480,48251.44,15602.67,314.9293,0.24904,NaN,436.765,26000.0
5.7169,47333.64,14684.87,309.4040,0.24430,NaN,438.490,26000.0
5.7858,46415.83,13767.06,303.8788,0.23957,NaN,440.215,26000.0
5.8547,45498.03,12849.26,298.3535,0.23483,NaN,441.940,26000.0
5.9235,44580.23,11931.46,292.8283,0.23009,NaN,443.666,26000.0
5.9924,43662.42,11013.65,287.3030,0.22535,NaN,445.391,26000.0
6.0613,42744.62,10095.85,281.7778,0.22062,NaN,447.116,26000.0
6.1302,41826.81,9178.04,276.2525,0.21588,NaN,448.841,26000.0
6.1991,40909.01,8260.24,270.7273,0.21114,NaN,450.566,26000.0
6.2679,39991.20,7342.43,265.2020,0.20641,NaN,452.292,26000.0
6.3368,39073.40,6424.63,259.6768,0.20167,NaN,454.017,26000.0
6.4057,38155.60,5506.83,254.1515,0.19693,NaN,455.742,26000.0
6.4746,37237.79,4589.02,248.6263,0.19219,NaN,457.467,26000.0
6.5434,36319.99,3671.22,243.1010,0.18746,NaN,459.192,26000.0
6.6123,35402.18,2753.41,237.5758,0.18272,NaN,460.918,26000.0
6.6812,34484.38,1835.61,232.0505,0.17798,NaN,462.643,26000.0
6.7501,33566.57,917.80,226.5253,0.17325,NaN,464.368,26000.0
6.8190,32648.77,0.00,221.0000,0.16851,NaN,466.093,26000.0
6.8200,32648.77,0.00,221.0000,0.16851,NaN,466.093,0.0
606.8190,32648.77,0.00,221.0000,0.16851,NaN,466.093,0.0
