perm_idx,trial_idx,apogee,landing_x,landing_y,max_mach
0,0,39796.68147406049,-8146.214034183724,-1928.3764607590233,7.4710307812287535
0,1,41241.23870612259,-750.7087978676125,-2211.687514400685,7.533218658377021
0,2,40230.320034243145,-1553.1909720137862,-9721.495630923531,7.539706137068191
0,3,41217.13668067362,-5233.50368012561,-4937.064418992475,7.569774082664241
0,4,40866.52739635277,-671.8832968970092,-10012.759063007048,7.562822907186137
