perm_idx,trial_idx,apogee,landing_x,landing_y,max_mach
0,0,122129.38858901405,-7206.40819512858,-15013.258263957478,6.602844087617071
0,1,122057.20533144569,4439.350181309465,-10407.887451187536,6.6025871421885105
0,2,121859.85863243173,-5003.630352925365,-19237.273303300484,6.602788159561633
0,3,121997.60254269323,3507.709373762762,-21142.537194610046,6.601965235604717
0,4,121181.42127960065,20828.392652194696,-12619.12204865459,6.603027933056946
