perm_idx,trial_idx,apogee,landing_x,landing_y,max_mach
0,0,58748.9103311881,-626.5375191555677,-5148.642833144346,5.540273983490659
0,1,58735.97242688389,333.86814817653436,-5640.672656532979,5.54022226763045
0,2,58739.345062685956,1335.3900060218634,-5078.243939992035,5.540151687902349
0,3,58679.59710074321,236.00908856977838,-6301.374294326805,5.539697890585554
0,4,58778.669078857405,-88.22621902411949,-4538.648302084967,5.54027964692137
