Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.5767205527,0.5767205527,0.5767205527,0.5767205527,0.5767205527,0,0,0,0,12.26213882,223.8682231,223.8682231,1585827
0.02,0,0.5448908589,0.5448908589,0.5448908589,0.5448908589,0.5448908589,0,0,0,0,12.26213882,223.8682231,223.8682231,3171654
0.03,0,0.5195593152,0.5195593152,0.5195593152,0.5195593152,0.5195593152,0,0,0,0,12.26213882,223.8682231,223.8682231,4757482
0.04,0,0.5006387286,0.5006387286,0.5006387286,0.5006387286,0.5006387286,0,0,0,0,12.26213882,223.8682231,223.8682231,6343308
0.05,0,0.4858866243,0.4858866243,0.4858866243,0.4858866243,0.4858866243,0,0,0,0,12.26213882,223.8682231,223.8682231,7929136
0.06,0,0.4748815228,0.4748815228,0.4748815228,0.4748815228,0.4748815228,0,0,0,0,12.26213882,223.8682231,223.8682231,9514963
0.07,0,0.4783234683,0.4783234683,0.4783234683,0.4783234683,0.4783234683,0,0,0,0,12.26213882,223.8682231,223.8682231,11100790
0.08,0,0.4797370691,0.4797370691,0.4797370691,0.4797370691,0.4797370691,0,0,0,0,12.26213882,223.8682231,223.8682231,12686620
0.09,0,0.4799564565,0.4799564565,0.4799564565,0.4799564565,0.4799564565,0,0,0,0,12.26213882,223.8682231,223.8682231,14272440
0.1,0,0.4794470468,0.4794470468,0.4794470468,0.4794470468,0.4794470468,0,0,0,0,12.26213882,223.8682231,223.8682231,15858270
0.11,0,0.4784833487,0.4784833487,0.4784833487,0.4784833487,0.4784833487,0,0,0,0,12.26213882,223.8682231,223.8682231,17444100
0.12,0,0.4772343782,0.4772343782,0.4772343782,0.4772343782,0.4772343782,0,0,0,0,12.26213882,223.8682231,223.8682231,19029930
0.13,0,0.4758077016,0.4758077016,0.4758077016,0.4758077016,0.4758077016,0,0,0,0,12.26213882,223.8682231,223.8682231,20615750
0.14,0,0.4742734848,0.4742734848,0.4742734848,0.4742734848,0.4742734848,0,0,0,0,12.26213882,223.8682231,223.8682231,22201580
0.15,0,0.4726784586,0.4726784586,0.4726784586,0.4726784586,0.4726784586,0,0,0,0,12.26213882,223.8682231,223.8682231,23787410
0.16,0,0.4710542212,0.4710542212,0.4710542212,0.4710542212,0.4710542212,0,0,0,0,12.26213882,223.8682231,223.8682231,25373230
0.17,0,0.4694222194,0.4694222194,0.4694222194,0.4694222194,0.4694222194,0,0,0,0,12.26213882,223.8682231,223.8682231,26959060
0.18,0,0.4677971784,0.4677971784,0.4677971784,0.4677971784,0.4677971784,0,0,0,0,12.26213882,223.8682231,223.8682231,28544890
0.19,0,0.4661891666,0.4661891666,0.4661891666,0.4661891666,0.4661891666,0,0,0,0,12.26213882,223.8682231,223.8682231,30130720
0.2,0,0.4646049469,0.4646049469,0.4646049469,0.4646049469,0.4646049469,0,0,0,0,12.26213882,223.8682231,223.8682231,31716540
0.21,0,0.4630490647,0.4630490647,0.4630490647,0.4630490647,0.4630490647,0,0,0,0,12.26213882,223.8682231,223.8682231,33302370
0.22,0,0.4615243999,0.4615243999,0.4615243999,0.4615243999,0.4615243999,0,0,0,0,12.26213882,223.8682231,223.8682231,34888200
0.23,0,0.4600327355,0.4600327355,0.4600327355,0.4600327355,0.4600327355,0,0,0,0,12.26213882,223.8682231,223.8682231,36474020
0.24,0,0.4585749225,0.4585749225,0.4585749225,0.4585749225,0.4585749225,0,0,0,0,12.26213882,223.8682231,223.8682231,38059850
0.25,0,0.4571513273,0.4571513273,0.4571513273,0.4571513273,0.4571513273,0,0,0,0,12.26213882,223.8682231,223.8682231,39645680
0.26,0,0.4559701114,0.4559701114,0.4559701114,0.4559701114,0.4559701114,0,0,0,0,12.26213882,223.8682231,223.8682231,41231500
0.27,0,0.4548228354,0.4548228354,0.4548228354,0.4548228354,0.4548228354,0,0,0,0,12.26213882,223.8682231,223.8682231,42817340
0.28,0,0.4537087519,0.4537087519,0.4537087519,0.4537087519,0.4537087519,0,0,0,0,12.26213882,223.8682231,223.8682231,44403160
0.29,0,0.4526269354,0.4526269354,0.4526269354,0.4526269354,0.4526269354,0,0,0,0,12.26213882,223.8682231,223.8682231,45988990
0.3,0,0.4515764653,0.4515764653,0.4515764653,0.4515764653,0.4515764653,0,0,0,0,12.26213882,223.8682231,223.8682231,47574820
0.31,0,0.4505563192,0.4505563192,0.4505563192,0.4505563192,0.4505563192,0,0,0,0,12.26213882,223.8682231,223.8682231,49160640
0.32,0,0.4495654887,0.4495654887,0.4495654887,0.4495654887,0.4495654887,0,0,0,0,12.26213882,223.8682231,223.8682231,50746470
0.33,0,0.448602937,0.448602937,0.448602937,0.448602937,0.448602937,0,0,0,0,12.26213882,223.8682231,223.8682231,52332300
0.34,0,0.4476676743,0.4476676743,0.4476676743,0.4476676743,0.4476676743,0,0,0,0,12.26213882,223.8682231,223.8682231,53918120
0.35,0,0.4467586939,0.4467586939,0.4467586939,0.4467586939,0.4467586939,0,0,0,0,12.26213882,223.8682231,223.8682231,55503950
