Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.5138014088,0.5138014088,0.5138014088,0.5138014088,0.5138014088,0,0,0,0,16.29755797,191.1501503,191.1501503,1301798
0.02,0,0.4824624835,0.4824624835,0.4824624835,0.4824624835,0.4824624835,0,0,0,0,16.29755797,191.1501503,191.1501503,2603597
0.03,0,0.4586211369,0.4586211369,0.4586211369,0.4586211369,0.4586211369,0,0,0,0,16.29755797,191.1501503,191.1501503,3905395
0.04,0,0.4410622332,0.4410622332,0.4410622332,0.4410622332,0.4410622332,0,0,0,0,16.29755797,191.1501503,191.1501503,5207194
0.05,0,0.4274855269,0.4274855269,0.4274855269,0.4274855269,0.4274855269,0,0,0,0,16.29755797,191.1501503,191.1501503,6508992
0.06,0,0.4176527643,0.4176527643,0.4176527643,0.4176527643,0.4176527643,0,0,0,0,16.29755797,191.1501503,191.1501503,7810790
0.07,0,0.4241936124,0.4241936124,0.4241936124,0.4241936124,0.4241936124,0,0,0,0,16.29755797,191.1501503,191.1501503,9112589
0.08,0,0.4280286105,0.4280286105,0.4280286105,0.4280286105,0.4280286105,0,0,0,0,16.29755797,191.1501503,191.1501503,10414390
0.09,0,0.4302054489,0.4302054489,0.4302054489,0.4302054489,0.4302054489,0,0,0,0,16.29755797,191.1501503,191.1501503,11716190
0.1,0,0.4313202738,0.4313202738,0.4313202738,0.4313202738,0.4313202738,0,0,0,0,16.29755797,191.1501503,191.1501503,13017980
0.11,0,0.4317324478,0.4317324478,0.4317324478,0.4317324478,0.4317324478,0,0,0,0,16.29755797,191.1501503,191.1501503,14319780
0.12,0,0.4316686586,0.4316686586,0.4316686586,0.4316686586,0.4316686586,0,0,0,0,16.29755797,191.1501503,191.1501503,15621580
0.13,0,0.4312770323,0.4312770323,0.4312770323,0.4312770323,0.4312770323,0,0,0,0,16.29755797,191.1501503,191.1501503,16923380
0.14,0,0.4306573732,0.4306573732,0.4306573732,0.4306573732,0.4306573732,0,0,0,0,16.29755797,191.1501503,191.1501503,18225180
0.15,0,0.4298784151,0.4298784151,0.4298784151,0.4298784151,0.4298784151,0,0,0,0,16.29755797,191.1501503,191.1501503,19526980
0.16,0,0.4289885569,0.4289885569,0.4289885569,0.4289885569,0.4289885569,0,0,0,0,16.29755797,191.1501503,191.1501503,20828770
0.17,0,0.4280223104,0.4280223104,0.4280223104,0.4280223104,0.4280223104,0,0,0,0,16.29755797,191.1501503,191.1501503,22130570
0.18,0,0.4270046938,0.4270046938,0.4270046938,0.4270046938,0.4270046938,0,0,0,0,16.29755797,191.1501503,191.1501503,23432370
0.19,0,0.4259540959,0.4259540959,0.4259540959,0.4259540959,0.4259540959,0,0,0,0,16.29755797,191.1501503,191.1501503,24734170
0.2,0,0.4248839482,0.4248839482,0.4248839482,0.4248839482,0.4248839482,0,0,0,0,16.29755797,191.1501503,191.1501503,26035970
0.21,0,0.4238043768,0.4238043768,0.4238043768,0.4238043768,0.4238043768,0,0,0,0,16.29755797,191.1501503,191.1501503,27337770
0.22,0,0.4227227777,0.4227227777,0.4227227777,0.4227227777,0.4227227777,0,0,0,0,16.29755797,191.1501503,191.1501503,28639570
0.23,0,0.4216447811,0.4216447811,0.4216447811,0.4216447811,0.4216447811,0,0,0,0,16.29755797,191.1501503,191.1501503,29941360
0.24,0,0.4205745273,0.4205745273,0.4205745273,0.4205745273,0.4205745273,0,0,0,0,16.29755797,191.1501503,191.1501503,31243160
0.25,0,0.4195150994,0.4195150994,0.4195150994,0.4195150994,0.4195150994,0,0,0,0,16.29755797,191.1501503,191.1501503,32544960
0.26,0,0.418711348,0.418711348,0.418711348,0.418711348,0.418711348,0,0,0,0,16.29755797,191.1501503,191.1501503,33846760
0.27,0,0.4179226042,0.4179226042,0.4179226042,0.4179226042,0.4179226042,0,0,0,0,16.29755797,191.1501503,191.1501503,35148560
0.28,0,0.4171498622,0.4171498622,0.4171498622,0.4171498622,0.4171498622,0,0,0,0,16.29755797,191.1501503,191.1501503,36450360
0.29,0,0.4163937486,0.4163937486,0.4163937486,0.4163937486,0.4163937486,0,0,0,0,16.29755797,191.1501503,191.1501503,37752150
0.3,0,0.4156546214,0.4156546214,0.4156546214,0.4156546214,0.4156546214,0,0,0,0,16.29755797,191.1501503,191.1501503,39053960
0.31,0,0.4149327058,0.4149327058,0.4149327058,0.4149327058,0.4149327058,0,0,0,0,16.29755797,191.1501503,191.1501503,40355750
0.32,0,0.4142279865,0.4142279865,0.4142279865,0.4142279865,0.4142279865,0,0,0,0,16.29755797,191.1501503,191.1501503,41657550
0.33,0,0.4135404134,0.4135404134,0.4135404134,0.4135404134,0.4135404134,0,0,0,0,16.29755797,191.1501503,191.1501503,42959350
0.34,0,0.4128697797,0.4128697797,0.4128697797,0.4128697797,0.4128697797,0,0,0,0,16.29755797,191.1501503,191.1501503,44261150
0.35,0,0.4122158666,0.4122158666,0.4122158666,0.4122158666,0.4122158666,0,0,0,0,16.29755797,191.1501503,191.1501503,45562940
0.36,0,0.4115783548,0.4115783548,0.4115783548,0.4115783548,0.4115783548,0,0,0,0,16.29755797,191.1501503,191.1501503,46864740
0.37,0,0.4109569534,0.4109569534,0.4109569534,0.4109569534,0.4109569534,0,0,0,0,16.29755797,191.1501503,191.1501503,48166540
0.38,0,0.4103512995,0.4103512995,0.4103512995,0.4103512995,0.4103512995,0,0,0,0,16.29755797,191.1501503,191.1501503,49468340
0.39,0,0.4097609983,0.4097609983,0.4097609983,0.4097609983,0.4097609983,0,0,0,0,16.29755797,191.1501503,191.1501503,50770140
0.4,0,0.4091856741,0.4091856741,0.4091856741,0.4091856741,0.4091856741,0,0,0,0,16.29755797,191.1501503,191.1501503,52071940
0.41,0,0.4086249605,0.4086249605,0.4086249605,0.4086249605,0.4086249605,0,0,0,0,16.29755797,191.1501503,191.1501503,53373740
0.42,0,0.4080784673,0.4080784673,0.4080784673,0.4080784673,0.4080784673,0,0,0,0,16.29755797,191.1501503,191.1501503,54675530
0.43,0,0.407545783,0.407545783,0.407545783,0.407545783,0.407545783,0,0,0,0,16.29755797,191.1501503,191.1501503,55977330
0.44,0,0.407026545,0.407026545,0.407026545,0.407026545,0.407026545,0,0,0,0,16.29755797,191.1501503,191.1501503,57279130
0.45,0,0.4065203676,0.4065203676,0.4065203676,0.4065203676,0.4065203676,0,0,0,0,16.29755797,191.1501503,191.1501503,58580930
0.46,0,0.4060268879,0.4060268879,0.4060268879,0.4060268879,0.4060268879,0,0,0,0,16.29755797,191.1501503,191.1501503,59882730
0.47,0,0.4055457349,0.4055457349,0.4055457349,0.4055457349,0.4055457349,0,0,0,0,16.29755797,191.1501503,191.1501503,61184520
0.48,0,0.4050765538,0.4050765538,0.4050765538,0.4050765538,0.4050765538,0,0,0,0,16.29755797,191.1501503,191.1501503,62486320
0.49,0,0.4046190286,0.4046190286,0.4046190286,0.4046190286,0.4046190286,0,0,0,0,16.29755797,191.1501503,191.1501503,63788120
0.5,0,0.4041727698,0.4041727698,0.4041727698,0.4041727698,0.4041727698,0,0,0,0,16.29755797,191.1501503,191.1501503,65089920
0.51,0,0.4037374836,0.4037374836,0.4037374836,0.4037374836,0.4037374836,0,0,0,0,16.29755797,191.1501503,191.1501503,66391720
0.52,0,0.4033128662,0.4033128662,0.4033128662,0.4033128662,0.4033128662,0,0,0,0,16.29755797,191.1501503,191.1501503,67693510
0.53,0,0.4028986162,0.4028986162,0.4028986162,0.4028986162,0.4028986162,0,0,0,0,16.29755797,191.1501503,191.1501503,68995310
0.54,0,0.4024944067,0.4024944067,0.4024944067,0.4024944067,0.4024944067,0,0,0,0,16.29755797,191.1501503,191.1501503,70297120
0.55,0,0.4020999775,0.4020999775,0.4020999775,0.4020999775,0.4020999775,0,0,0,0,16.29755797,191.1501503,191.1501503,71598910
0.56,0,0.4017150542,0.4017150542,0.4017150542,0.4017150542,0.4017150542,0,0,0,0,16.29755797,191.1501503,191.1501503,72900710
0.57,0,0.4013393533,0.4013393533,0.4013393533,0.4013393533,0.4013393533,0,0,0,0,16.29755797,191.1501503,191.1501503,74202510
0.58,0,0.4009726265,0.4009726265,0.4009726265,0.4009726265,0.4009726265,0,0,0,0,16.29755797,191.1501503,191.1501503,75504300
0.59,0,0.4006146188,0.4006146188,0.4006146188,0.4006146188,0.4006146188,0,0,0,0,16.29755797,191.1501503,191.1501503,76806100
0.6,0,0.4002651152,0.4002651152,0.4002651152,0.4002651152,0.4002651152,0,0,0,0,16.29755797,191.1501503,191.1501503,78107910
